imgid,image_path,image_filename,timestamp,lat,lon,alt,x_enu_m,y_enu_m,z_enu_m,reference_type,fix_type,num_sat,eph_m,epv_m,vel_n_m_s,vel_e_m_s,vel_d_m_s,has_reference,gt_x_utm_m,gt_y_utm_m,gt_z_m,gt_omega_deg,gt_phi_deg,gt_kappa_deg,gt_x_gps_utm_m,gt_y_gps_utm_m,gt_z_gps_m,gt_z_minus_gps_z_m,gt_interpolated_by_imgid,pose_azimuth_raw,pose_height_m,pose_altitude_m,pose_veh_pitch_raw,pose_attitude_w,pose_attitude_x,pose_attitude_y,pose_attitude_z,pose_vel_x,pose_vel_y,pose_vel_z,pose_gps_on,barometer_pressure,barometer_altitude_m,barometer_temperature,barometer_error_count,height_agl_m,pose_azimuth_deg,yaw_deg,pose_veh_pitch_deg
77,data/raw/zurich_mav_sample/MAV_Images/00077.jpg,00077.jpg,9533376,47.3843489,8.5451931,467.487,1.1042098528705535,-0.9177770083770156,2.576999999999998,onboard_gps,3,6,10.41300011,1.4200000000000001e-43,0.299999982,0.579999983,0.689999998,True,465665.86645853333,5247973.6977208,470.0667496,98.48460673333334,-77.18729726666666,12.8491414,465671.73505566665,5247977.1983464,467.5188720666667,2.547877533333292,True,0.0,0.0,474.7762145996094,0.0974622443318367,0.9963333606719972,0.0140072163194417,-0.046542152762413,0.0704101994633674,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.34999942779541,0.0,2.547877533333292,0.0,0.0,5.584175262087073
78,data/raw/zurich_mav_sample/MAV_Images/00078.jpg,00078.jpg,9566709,47.3843489,8.5451931,467.487,1.1042098528705535,-0.9177770083770156,2.576999999999998,onboard_gps,3,6,10.41300011,1.4200000000000001e-43,0.299999982,0.579999983,0.689999998,True,465665.8637980667,5247973.6990176,470.0711057,98.49754346666667,-77.17314753333332,12.8680828,465671.7453643333,5247977.1971748,467.53473813333335,2.5363675666666268,True,0.0,0.0,475.0375671386719,0.0970969498157501,0.9963361024856568,0.014177493751049,-0.0462975464761257,0.0704987794160842,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.34999942779541,0.0,2.5363675666666268,0.0,0.0,5.563245428036037
79,data/raw/zurich_mav_sample/MAV_Images/00079.jpg,00079.jpg,9599660,47.3843488,8.5451926,467.611,1.0664056956884451,-0.9286699052900076,2.700999999999965,onboard_gps,3,6,10.30400085,1.4200000000000001e-43,0.219999999,-0.039999999,0.560000002,True,465665.86113760003,5247973.7003144,470.07546179999997,98.5104802,-77.1589978,12.8870242,465671.755673,5247977.1960032,467.5506042,2.5248575999999616,True,0.0,0.0,475.0375671386719,0.097117006778717,0.9963210821151732,0.0144936675205826,-0.0462091043591499,0.070703774690628,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.34999942779541,0.0,2.5248575999999616,0.0,0.0,5.564394607363891
80,data/raw/zurich_mav_sample/MAV_Images/00080.jpg,00080.jpg,9632993,47.3843488,8.5451926,467.611,1.0664056956884451,-0.9286699052900076,2.700999999999965,onboard_gps,3,6,10.30400085,1.4200000000000001e-43,0.219999999,-0.039999999,0.560000002,True,465665.8584771333,5247973.7016112,470.07981789999997,98.52341693333334,-77.14484806666667,12.9059656,465671.7659816667,5247977.1948315995,467.56647026666667,2.5133476333332965,True,0.0,0.0,474.9513244628906,0.0972582548856735,0.996329665184021,0.0145662752911448,-0.0462710484862327,0.0705265402793884,0.0,0.0,0.0,1.0,957.8800048828124,471.4540710449219,10.359999656677246,0.0,2.5133476333332965,0.0,0.0,5.57248752775671
81,data/raw/zurich_mav_sample/MAV_Images/00081.jpg,00081.jpg,9666326,47.3843488,8.5451926,467.611,1.0664056956884451,-0.9286699052900076,2.700999999999965,onboard_gps,3,6,10.30400085,1.4200000000000001e-43,0.219999999,-0.039999999,0.560000002,True,465665.8558166667,5247973.702908,470.08417399999996,98.53635366666667,-77.13069833333333,12.924907000000001,465671.7762903333,5247977.193659999,467.58233633333333,2.5018376666666313,True,0.0,0.0,474.777099609375,0.0970768854022026,0.9963597655296326,0.0132820168510079,-0.0466012619435787,0.0701377689838409,0.0,0.0,0.0,1.0,957.8800048828124,471.4540710449219,10.359999656677246,0.0,2.5018376666666313,0.0,0.0,5.5620958218213605
82,data/raw/zurich_mav_sample/MAV_Images/00082.jpg,00082.jpg,9699659,47.3843488,8.5451926,467.611,1.0664056956884451,-0.9286699052900076,2.700999999999965,onboard_gps,3,6,10.30400085,1.4200000000000001e-43,0.219999999,-0.039999999,0.560000002,True,465665.8531562,5247973.7042048,470.08853009999996,98.5492904,-77.11654859999999,12.9438484,465671.786599,5247977.192488399,467.5982024,2.490327699999966,True,0.0,0.0,474.8642272949219,0.0970211252570152,0.9963823556900024,0.0124414348974823,-0.0468638502061367,0.069795161485672,0.0,0.0,0.0,1.0,957.8800048828124,471.4540710449219,10.359999656677246,0.0,2.490327699999966,0.0,0.0,5.558901000837086
83,data/raw/zurich_mav_sample/MAV_Images/00083.jpg,00083.jpg,9732992,47.3843488,8.5451926,467.611,1.0664056956884451,-0.9286699052900076,2.700999999999965,onboard_gps,3,6,10.30400085,1.4200000000000001e-43,0.219999999,-0.039999999,0.560000002,True,465665.8504957333,5247973.7055016,470.09288619999995,98.56222713333334,-77.10239886666666,12.962789800000001,465671.79690766666,5247977.191316799,467.61406846666665,2.478817733333301,True,0.0,0.0,474.777099609375,0.0983139276504516,0.9963845014572144,0.0105817047879099,-0.0481664463877677,0.0691806972026825,0.0,0.0,0.0,1.0,957.8899536132812,471.366943359375,10.359999656677246,0.0,2.478817733333301,0.0,0.0,5.632973121725403
84,data/raw/zurich_mav_sample/MAV_Images/00084.jpg,00084.jpg,9766325,47.3843488,8.5451926,467.611,1.0664056956884451,-0.9286699052900076,2.700999999999965,onboard_gps,3,6,10.30400085,1.4200000000000001e-43,0.219999999,-0.039999999,0.560000002,True,465665.8478352667,5247973.7067984,470.0972423,98.57516386666667,-77.08824913333333,12.9817312,465671.80721633334,5247977.1901452,467.6299345333333,2.4673077666666927,True,0.0,0.0,474.777099609375,0.0991137474775314,0.9963916540145874,0.0087681096047163,-0.0493048205971717,0.068527452647686,0.0,0.0,0.0,1.0,957.8899536132812,471.366943359375,10.359999656677246,0.0,2.4673077666666927,0.0,0.0,5.678799422187959
85,data/raw/zurich_mav_sample/MAV_Images/00085.jpg,00085.jpg,9801471,47.3843491,8.5451931,467.714,1.1043396947789006,-0.8955502929165959,2.8039999999999736,onboard_gps,3,6,10.2130003,1.4200000000000001e-43,0.399999976,0.289999992,0.48999998,True,465665.8451748,5247973.7080952,470.1015984,98.5881006,-77.0740994,13.0006726,465671.81752499996,5247977.1889736,467.6458006,2.4557978000000276,True,0.0,0.0,474.777099609375,0.0997799485921859,0.9963851571083068,0.00787646882236,-0.0499082580208778,0.0682931020855903,0.0,0.0,0.0,1.0,957.8899536132812,471.366943359375,10.359999656677246,0.0,2.4557978000000276,0.0,0.0,5.716969934364572
86,data/raw/zurich_mav_sample/MAV_Images/00086.jpg,00086.jpg,9834804,47.3843491,8.5451931,467.714,1.1043396947789006,-0.8955502929165959,2.8039999999999736,onboard_gps,3,6,10.2130003,1.4200000000000001e-43,0.399999976,0.289999992,0.48999998,True,465665.8425143333,5247973.709392,470.1059545,98.60103733333334,-77.05994966666665,13.019614,465671.82783366664,5247977.187802,467.66166666666663,2.4442878333333624,True,0.0,0.0,475.0384521484375,0.1021494790911674,0.9963080286979676,0.0070404009893536,-0.0514867752790451,0.0683355033397674,0.0,0.0,0.0,1.0,957.8800048828124,471.4540710449219,10.359999656677246,0.0,2.4442878333333624,0.0,0.0,5.85273403138374
87,data/raw/zurich_mav_sample/MAV_Images/00087.jpg,00087.jpg,9868137,47.3843491,8.5451931,467.714,1.1043396947789006,-0.8955502929165959,2.8039999999999736,onboard_gps,3,6,10.2130003,1.4200000000000001e-43,0.399999976,0.289999992,0.48999998,True,465665.83985386667,5247973.7106888,470.1103106,98.61397406666667,-77.04579993333333,13.0385554,465671.8381423333,5247977.1866304,467.67753273333335,2.4327778666666404,True,0.0,0.0,474.6028747558594,0.1061615571379661,0.9961640238761902,0.0072404933162033,-0.053424697369337,0.0689260587096214,0.0,0.0,0.0,1.0,957.8800048828124,471.4540710449219,10.359999656677246,0.0,2.4327778666666404,0.0,0.0,6.082609170542397
88,data/raw/zurich_mav_sample/MAV_Images/00088.jpg,00088.jpg,9901470,47.3843491,8.5451931,467.714,1.1043396947789006,-0.8955502929165959,2.8039999999999736,onboard_gps,3,6,10.2130003,1.4200000000000001e-43,0.399999976,0.289999992,0.48999998,True,465665.8371934,5247973.7119856,470.1146667,98.6269108,-77.0316502,13.057496800000001,465671.848451,5247977.1854588,467.6933988,2.4212678999999753,True,0.0,0.0,474.8642272949219,0.1070181280374527,0.9961087107658386,0.0073783011175692,-0.0538653172552585,0.0693653747439384,0.0,0.0,0.0,1.0,957.8800048828124,471.4540710449219,10.359999656677246,0.0,2.4212678999999753,0.0,0.0,6.131687067936703
89,data/raw/zurich_mav_sample/MAV_Images/00089.jpg,00089.jpg,9934803,47.3843491,8.5451931,467.714,1.1043396947789006,-0.8955502929165959,2.8039999999999736,onboard_gps,3,6,10.2130003,1.4200000000000001e-43,0.399999976,0.289999992,0.48999998,True,465665.83453293337,5247973.7132824,470.1190228,98.63984753333334,-77.01750046666666,13.0764382,465671.8587596666,5247977.1842872,467.7092648666667,2.40975793333331,True,0.0,0.0,474.9513244628906,0.1070536375045776,0.9960123300552368,0.0071395263075828,-0.0540737770497798,0.0706008598208427,0.0,0.0,0.0,1.0,957.8800048828124,471.4540710449219,10.359999656677246,0.0,2.40975793333331,0.0,0.0,6.133721610535718
90,data/raw/zurich_mav_sample/MAV_Images/00090.jpg,00090.jpg,9968136,47.3843491,8.5451931,467.714,1.1043396947789006,-0.8955502929165959,2.8039999999999736,onboard_gps,3,6,10.2130003,1.4200000000000001e-43,0.399999976,0.289999992,0.48999998,True,465665.83187246666,5247973.7145792,470.1233789,98.65278426666667,-77.00335073333332,13.095379600000001,465671.8690683333,5247977.1831156,467.72513093333333,2.398247966666645,True,0.0,0.0,474.8651123046875,0.1058088317513465,0.9959625005722046,0.0056401975452899,-0.0537852123379707,0.0716529786586761,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.369999885559082,0.0,2.398247966666645,0.0,0.0,6.062399494561974
91,data/raw/zurich_mav_sample/MAV_Images/00091.jpg,00091.jpg,9998204,47.3843495,8.545194,467.741,1.1725300028338097,-0.8514936910942197,2.8309999999999604,onboard_gps,3,6,10.12500095,1.2999999999999998e-43,0.550000012,0.429999977,0.569999993,True,465665.829212,5247973.715876,470.127735,98.665721,-76.989201,13.114321,465671.879377,5247977.181944,467.740997,2.38673799999998,True,0.0,0.0,474.95220947265625,0.1047703847289085,0.995952844619751,0.0048744473606348,-0.0535253398120403,0.0720361918210983,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.369999885559082,0.0,2.38673799999998,0.0,0.0,6.002900862928349
92,data/raw/zurich_mav_sample/MAV_Images/00092.jpg,00092.jpg,10031537,47.3843495,8.545194,467.741,1.1725300028338097,-0.8514936910942197,2.8309999999999604,onboard_gps,3,6,10.12500095,1.2999999999999998e-43,0.550000012,0.429999977,0.569999993,True,465665.8276594,5247973.7130756,470.13012726666665,98.67269193333334,-76.99394266666665,13.125003766666667,465671.89708406664,5247977.198140699,467.7332303,2.3968969666666453,True,0.0,0.0,474.95220947265625,0.1043583676218986,0.9958928823471068,0.0034934736322611,-0.0537439584732055,0.0727783739566803,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.369999885559082,0.0,2.3968969666666453,0.0,0.0,5.979294021609491
93,data/raw/zurich_mav_sample/MAV_Images/00093.jpg,00093.jpg,10064870,47.3843495,8.545194,467.741,1.1725300028338097,-0.8514936910942197,2.8309999999999604,onboard_gps,3,6,10.12500095,1.2999999999999998e-43,0.550000012,0.429999977,0.569999993,True,465665.8261068,5247973.7102752,470.1325195333333,98.67966286666667,-76.99868433333333,13.135686533333333,465671.9147911333,5247977.214337399,467.7254636,2.407055933333311,True,0.0,0.0,474.8651123046875,0.1046968698501586,0.9958581328392028,0.002990971552208,-0.0541846975684165,0.072949044406414,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.369999885559082,0.0,2.407055933333311,0.0,0.0,5.998688770644563
94,data/raw/zurich_mav_sample/MAV_Images/00094.jpg,00094.jpg,10098203,47.3843495,8.545194,467.741,1.1725300028338097,-0.8514936910942197,2.8309999999999604,onboard_gps,3,6,10.12500095,1.2999999999999998e-43,0.550000012,0.429999977,0.569999993,True,465665.8245542,5247973.7074748,470.1349118,98.68663380000001,-77.00342599999999,13.1463693,465671.9324982,5247977.2305341,467.71769689999996,2.417214900000033,True,0.0,0.0,474.95220947265625,0.1075771376490593,0.9957225322723388,0.0020972352940589,-0.055836234241724,0.0735846906900405,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.369999885559082,0.0,2.417214900000033,0.0,0.0,6.163715959389009
95,data/raw/zurich_mav_sample/MAV_Images/00095.jpg,00095.jpg,10131536,47.3843495,8.545194,467.741,1.1725300028338097,-0.8514936910942197,2.8309999999999604,onboard_gps,3,6,10.12500095,1.2999999999999998e-43,0.550000012,0.429999977,0.569999993,True,465665.8230016,5247973.7046744,470.1373040666666,98.69360473333333,-77.00816766666667,13.157052066666667,465671.95020526665,5247977.2467308,467.7099302,2.427373866666642,True,0.0,0.0,474.69085693359375,0.1114614829421043,0.9955286383628844,0.0014780593337491,-0.0581486076116561,0.0744272544980049,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.369999885559082,0.0,2.427373866666642,0.0,0.0,6.386272550851994
96,data/raw/zurich_mav_sample/MAV_Images/00096.jpg,00096.jpg,10164869,47.3843495,8.545194,467.741,1.1725300028338097,-0.8514936910942197,2.8309999999999604,onboard_gps,3,6,10.12500095,1.2999999999999998e-43,0.550000012,0.429999977,0.569999993,True,465665.82144900004,5247973.701874,470.1396963333333,98.70057566666667,-77.01290933333333,13.167734833333334,465671.9679123333,5247977.2629275,467.7021635,2.4375328333333073,True,0.0,0.0,474.69085693359375,0.1132850125432014,0.9954403638839722,0.001726867747493,-0.0589520782232284,0.0749678611755371,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.369999885559082,0.0,2.4375328333333073,0.0,0.0,6.490753100812033
97,data/raw/zurich_mav_sample/MAV_Images/00097.jpg,00097.jpg,10201081,47.3843507,8.5451956,467.662,1.294074604229536,-0.7188388723880053,2.7519999999999527,onboard_gps,3,6,10.02700043,1.2999999999999998e-43,0.719999969,0.589999974,0.719999969,True,465665.81989640003,5247973.6990736,470.14208859999997,98.7075466,-77.017651,13.1784176,465671.9856194,5247977.279124199,467.6943968,2.4476917999999728,True,0.0,0.0,475.0393371582031,0.1138646081089973,0.9953530430793762,0.0032759527675807,-0.0587448850274086,0.0762278139591217,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.369999885559082,0.0,2.4476917999999728,0.0,0.0,6.523961480556635
98,data/raw/zurich_mav_sample/MAV_Images/00098.jpg,00098.jpg,10234414,47.3843507,8.5451956,467.662,1.294074604229536,-0.7188388723880053,2.7519999999999527,onboard_gps,3,6,10.02700043,1.2999999999999998e-43,0.719999969,0.589999974,0.719999969,True,465665.8183438,5247973.6962732,470.14448086666664,98.71451753333334,-77.02239266666666,13.189100366666667,465672.00332646666,5247977.295320899,467.6866301,2.4578507666666383,True,0.0,0.0,474.8651123046875,0.1128846704959869,0.995316207408905,0.0050671924836933,-0.0576411709189415,0.0774432346224784,0.0,0.0,0.0,1.0,957.8999633789062,471.2798156738281,10.359999656677246,0.0,2.4578507666666383,0.0,0.0,6.467815191145014
99,data/raw/zurich_mav_sample/MAV_Images/00099.jpg,00099.jpg,10267747,47.3843507,8.5451956,467.662,1.294074604229536,-0.7188388723880053,2.7519999999999527,onboard_gps,3,6,10.02700043,1.2999999999999998e-43,0.719999969,0.589999974,0.719999969,True,465665.8167912,5247973.6934728,470.1468731333333,98.72148846666667,-77.02713433333332,13.199783133333334,465672.0210335333,5247977.3115176,467.6788634,2.4680097333333038,True,0.0,0.0,475.0393371582031,0.1123752817511558,0.9952988624572754,0.0058519779704511,-0.05713801831007,0.0779816955327987,0.0,0.0,0.0,1.0,957.8999633789062,471.2798156738281,10.359999656677246,0.0,2.4680097333333038,0.0,0.0,6.438629365934726
100,data/raw/zurich_mav_sample/MAV_Images/00100.jpg,00100.jpg,10301080,47.3843507,8.5451956,467.662,1.294074604229536,-0.7188388723880053,2.7519999999999527,onboard_gps,3,6,10.02700043,1.2999999999999998e-43,0.719999969,0.589999974,0.719999969,True,465665.8152386,5247973.6906724,470.1492654,98.7284594,-77.031876,13.2104659,465672.0387406,5247977.3277143,467.6710967,2.4781686999999692,True,0.0,0.0,474.6899719238281,0.1126047447323799,0.9952355027198792,0.0075746541842818,-0.0567883141338825,0.078892670571804,0.0,0.0,0.0,1.0,957.8999633789062,471.2798156738281,10.359999656677246,0.0,2.4781686999999692,0.0,0.0,6.4517766263133565
101,data/raw/zurich_mav_sample/MAV_Images/00101.jpg,00101.jpg,10334413,47.3843507,8.5451956,467.662,1.294074604229536,-0.7188388723880053,2.7519999999999527,onboard_gps,3,6,10.02700043,1.2999999999999998e-43,0.719999969,0.589999974,0.719999969,True,465665.813686,5247973.687872,470.15165766666667,98.73543033333334,-77.03661766666666,13.221148666666666,465672.05644766666,5247977.343911,467.66333,2.4883276666666916,True,0.0,0.0,475.0384521484375,0.1140991151332855,0.9951760172843932,0.0094126649200916,-0.0567616969347,0.0794635191559791,0.0,0.0,0.0,1.0,957.8399658203124,471.8025207519531,10.359999656677246,0.0,2.4883276666666916,0.0,0.0,6.5373977433145205
102,data/raw/zurich_mav_sample/MAV_Images/00102.jpg,00102.jpg,10367746,47.3843507,8.5451956,467.662,1.294074604229536,-0.7188388723880053,2.7519999999999527,onboard_gps,3,6,10.02700043,1.2999999999999998e-43,0.719999969,0.589999974,0.719999969,True,465665.8121334,5247973.6850716,470.15404993333334,98.74240126666668,-77.04135933333333,13.231831433333333,465672.07415473333,5247977.360107699,467.6555633,2.498486633333357,True,0.0,0.0,475.0384521484375,0.1144828647375106,0.9951444864273072,0.0102938218042254,-0.0567275919020175,0.0797712728381156,0.0,0.0,0.0,1.0,957.8399658203124,471.8025207519531,10.359999656677246,0.0,2.498486633333357,0.0,0.0,6.559384976026434
103,data/raw/zurich_mav_sample/MAV_Images/00103.jpg,00103.jpg,10396814,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True,465665.8105808,5247973.6822712,470.15644219999996,98.7493722,-77.046101,13.2425142,465672.0918618,5247977.376304399,467.6477966,2.5086455999999657,True,0.0,0.0,475.1255798339844,0.1142085716128349,0.9951351881027222,0.0115607203915715,-0.0561575517058372,0.0801169425249099,0.0,0.0,0.0,1.0,957.8399658203124,471.8025207519531,10.359999656677246,0.0,2.5086455999999657,0.0,0.0,6.543669137633062
104,data/raw/zurich_mav_sample/MAV_Images/00104.jpg,00104.jpg,10430147,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True,465665.8090282,5247973.6794708,470.15883446666663,98.75634313333333,-77.05084266666667,13.253196966666668,465672.10956886667,5247977.3925011,467.6400299,2.518804566666631,True,0.0,0.0,475.1255798339844,0.111601322889328,0.9951907992362976,0.0111478045582771,-0.0549887716770172,0.0802953615784645,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.359999656677246,0.0,2.518804566666631,0.0,0.0,6.394284789635245
105,data/raw/zurich_mav_sample/MAV_Images/00105.jpg,00105.jpg,10463480,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True,465665.8074756,5247973.6766704,470.1612267333333,98.76331406666667,-77.05558433333333,13.263879733333333,465672.12727593334,5247977.4086978,467.6322632,2.5289635333332967,True,0.0,0.0,474.777099609375,0.1097274795174598,0.9952242970466614,0.0107170343399047,-0.0540774092078208,0.0805569663643837,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.359999656677246,0.0,2.5289635333332967,0.0,0.0,6.286921472958634
106,data/raw/zurich_mav_sample/MAV_Images/00106.jpg,00106.jpg,10496813,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True,465665.805923,5247973.67387,470.163619,98.770285,-77.060326,13.2745625,465672.144983,5247977.4248945,467.62449649999996,2.539122500000019,True,0.0,0.0,474.9513244628906,0.1081057265400886,0.9952282309532166,0.0107737509533762,-0.0531271360814571,0.0811310708522796,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.359999656677246,0.0,2.539122500000019,0.0,0.0,6.194001871942488
107,data/raw/zurich_mav_sample/MAV_Images/00107.jpg,00107.jpg,10530146,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True,465665.80437040003,5247973.6710696,470.16601126666666,98.77725593333334,-77.06506766666666,13.285245266666667,465672.1626900666,5247977.441091199,467.6167298,2.5492814666666845,True,0.0,0.0,474.9513244628906,0.1082643792033195,0.9951891899108888,0.0113398367539048,-0.0531595312058925,0.0815118178725242,0.0,0.0,0.0,1.0,957.8699951171876,471.5411682128906,10.359999656677246,0.0,2.5492814666666845,0.0,0.0,6.203091999954129
108,data/raw/zurich_mav_sample/MAV_Images/00108.jpg,00108.jpg,10563479,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True,465665.8028178,5247973.6682692,470.16840353333333,98.78422686666667,-77.06980933333332,13.295928033333333,465672.1803971333,5247977.457287899,467.6089631,2.55944043333335,True,0.0,0.0,474.9513244628906,0.1102733686566352,0.9950864911079408,0.0119216265156865,-0.0539103671908378,0.0821861997246742,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.359999656677246,0.0,2.55944043333335,0.0,0.0,6.318198616715414
109,data/raw/zurich_mav_sample/MAV_Images/00109.jpg,00109.jpg,10599588,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True,465665.8012652,5247973.6654688,470.1707958,98.7911978,-77.074551,13.3066108,465672.19810419995,5247977.4734846,467.6011964,2.5695994000000155,True,0.0,0.0,475.0384521484375,0.1102497652173042,0.995027244091034,0.011768952012062,-0.0540375858545303,0.0828391164541244,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.359999656677246,0.0,2.5695994000000155,0.0,0.0,6.316846239259754
110,data/raw/zurich_mav_sample/MAV_Images/00110.jpg,00110.jpg,10632921,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True,465665.7997126,5247973.6626684,470.1731880666666,98.79816873333333,-77.07929266666666,13.317293566666667,465672.2158112666,5247977.4896813,467.5934297,2.579758366666624,True,0.0,0.0,474.8642272949219,0.1121235117316246,0.994950532913208,0.0111613282933831,-0.0550928190350532,0.0831482335925102,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.359999656677246,0.0,2.579758366666624,0.0,0.0,6.424204006407662
111,data/raw/zurich_mav_sample/MAV_Images/00111.jpg,00111.jpg,10666254,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True,465665.79816,5247973.659868,470.1755803333333,98.80513966666666,-77.08403433333334,13.327976333333334,465672.2335183333,5247977.505878,467.585663,2.5899173333332897,True,0.0,0.0,474.9513244628906,0.1134036630392074,0.9949023723602296,0.0110003883019089,-0.0558989644050598,0.0832078978419303,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.359999656677246,0.0,2.5899173333332897,0.0,0.0,6.497551273470311
112,data/raw/zurich_mav_sample/MAV_Images/00112.jpg,00112.jpg,10699587,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True,465665.7966074,5247973.6570676,470.1779726,98.8121106,-77.088776,13.3386591,465672.25122539996,5247977.522074699,467.5778963,2.600076299999955,True,0.0,0.0,475.0384521484375,0.1153293922543525,0.9948635697364808,0.0121173849329352,-0.0564501658082008,0.0831451788544654,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.359999656677246,0.0,2.600076299999955,0.0,0.0,6.607887429983165
113,data/raw/zurich_mav_sample/MAV_Images/00113.jpg,00113.jpg,10732920,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True,465665.7950548,5247973.6542672,470.18036486666665,98.81908153333333,-77.09351766666667,13.349341866666666,465672.2689324666,5247977.538271399,467.5701296,2.6102352666666775,True,0.0,0.0,474.86334228515625,0.1118940934538841,0.9949530363082886,0.0146598257124423,-0.0541287027299404,0.08320914208889,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.34999942779541,0.0,2.6102352666666775,0.0,0.0,6.411059307349971
114,data/raw/zurich_mav_sample/MAV_Images/00114.jpg,00114.jpg,10766253,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True,465665.7935022,5247973.6514668,470.1827571333333,98.82605246666667,-77.09825933333333,13.360024633333333,465672.2866395333,5247977.5544681,467.5623629,2.620394233333343,True,0.0,0.0,475.0375671386719,0.1106820628046989,0.9949913024902344,0.015665715560317,-0.0529895797371864,0.083301804959774,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.34999942779541,0.0,2.620394233333343,0.0,0.0,6.341615066511158
115,data/raw/zurich_mav_sample/MAV_Images/00115.jpg,00115.jpg,10797338,47.3843532,8.5452011,467.466,1.710829183110036,-0.4434299748390913,2.555999999999983,onboard_gps,3,6,9.784000397,1.2999999999999998e-43,1.0,1.419999957,1.110000014,True,465665.7919496,5247973.6486664,470.1851494,98.8330234,-77.10300099999999,13.3707074,465672.30434659997,5247977.5706648,467.5545962,2.6305532000000085,True,0.0,0.0,474.86334228515625,0.1119455471634864,0.9949626922607422,0.0165407136082649,-0.0534949898719787,0.0831510573625564,0.0,0.0,0.0,1.0,957.8599853515624,471.6282958984375,10.34999942779541,0.0,2.6305532000000085,0.0,0.0,6.414007387750475
