imgid,image_path,image_filename,timestamp,x_enu_m,y_enu_m,z_enu_m,lat,lon,alt,quality_status,quality_error,image_width,image_height,brightness_mean,contrast_std,blur_score_laplacian_var,orb_keypoints,is_low_blur_score,is_low_feature_count,is_low_contrast,weak_frame_candidate
106,data/raw/zurich_mav_sample/MAV_Images/00106.jpg,00106.jpg,10496813,1.3776852048467845,-0.6193036651238799,2.7329999999999472,47.3843516,8.5451967,467.643,ok,,1920,1080,110.0623577353395,63.239670316445775,1363.0964399606214,1000,False,False,False,False
107,data/raw/zurich_mav_sample/MAV_Images/00107.jpg,00107.jpg,10530146,1.3776852048467845,-0.6193036651238799,2.7329999999999472,47.3843516,8.5451967,467.643,ok,,1920,1080,109.92821662808642,63.186011796368746,1332.4380018755019,1000,False,False,False,False
108,data/raw/zurich_mav_sample/MAV_Images/00108.jpg,00108.jpg,10563479,1.3776852048467845,-0.6193036651238799,2.7329999999999472,47.3843516,8.5451967,467.643,ok,,1920,1080,109.88684413580246,63.15540093147387,1305.2697110910922,1000,False,False,False,False
109,data/raw/zurich_mav_sample/MAV_Images/00109.jpg,00109.jpg,10599588,1.4228424452012405,-0.6417949311435223,2.723999999999989,47.3843514,8.5451973,467.634,ok,,1920,1080,109.8740909529321,63.05286918392115,1221.1322346809404,1000,False,False,False,False
110,data/raw/zurich_mav_sample/MAV_Images/00110.jpg,00110.jpg,10632921,1.4228424452012405,-0.6417949311435223,2.723999999999989,47.3843514,8.5451973,467.634,ok,,1920,1080,109.85098090277778,63.16959860400955,1344.1942008444726,1000,False,False,False,False
111,data/raw/zurich_mav_sample/MAV_Images/00111.jpg,00111.jpg,10666254,1.4228424452012405,-0.6417949311435223,2.723999999999989,47.3843514,8.5451973,467.634,ok,,1920,1080,109.72028694058642,63.1486386638619,1366.0906962671786,1000,False,False,False,False
112,data/raw/zurich_mav_sample/MAV_Images/00112.jpg,00112.jpg,10699587,1.4228424452012405,-0.6417949311435223,2.723999999999989,47.3843514,8.5451973,467.634,ok,,1920,1080,109.12323013117285,63.040371378322895,1371.3251161054422,1000,False,False,False,False
113,data/raw/zurich_mav_sample/MAV_Images/00113.jpg,00113.jpg,10732920,1.4228424452012405,-0.6417949311435223,2.723999999999989,47.3843514,8.5451973,467.634,ok,,1920,1080,109.36148823302469,63.03242399124939,1312.2686791698113,1000,False,False,False,False
114,data/raw/zurich_mav_sample/MAV_Images/00114.jpg,00114.jpg,10766253,1.4228424452012405,-0.6417949311435223,2.723999999999989,47.3843514,8.5451973,467.634,ok,,1920,1080,109.4747087191358,63.04492317979438,1317.0270415550053,1000,False,False,False,False
115,data/raw/zurich_mav_sample/MAV_Images/00115.jpg,00115.jpg,10797338,1.710829183110036,-0.4434299748390913,2.555999999999983,47.3843532,8.5452011,467.466,ok,,1920,1080,109.45711902006173,62.95371760228627,1282.3891732976463,1000,False,False,False,False
116,data/raw/zurich_mav_sample/MAV_Images/00116.jpg,00116.jpg,10830671,1.710829183110036,-0.4434299748390913,2.555999999999983,47.3843532,8.5452011,467.466,ok,,1920,1080,109.46681954089506,62.809285239139435,1146.2169677271047,1000,False,False,False,False
117,data/raw/zurich_mav_sample/MAV_Images/00117.jpg,00117.jpg,10864004,1.710829183110036,-0.4434299748390913,2.555999999999983,47.3843532,8.5452011,467.466,ok,,1920,1080,109.61809268904321,62.57703940145343,1009.7552141396276,1000,False,False,False,False
118,data/raw/zurich_mav_sample/MAV_Images/00118.jpg,00118.jpg,10897337,1.710829183110036,-0.4434299748390913,2.555999999999983,47.3843532,8.5452011,467.466,ok,,1920,1080,109.62802758487655,62.36612242258257,846.5158554997839,1000,False,False,False,False
119,data/raw/zurich_mav_sample/MAV_Images/00119.jpg,00119.jpg,10930670,1.710829183110036,-0.4434299748390913,2.555999999999983,47.3843532,8.5452011,467.466,ok,,1920,1080,109.5028057484568,62.3354871480464,878.315686291353,1000,False,False,False,False
120,data/raw/zurich_mav_sample/MAV_Images/00120.jpg,00120.jpg,10964003,1.710829183110036,-0.4434299748390913,2.555999999999983,47.3843532,8.5452011,467.466,ok,,1920,1080,109.49311921296297,62.204400635660875,755.9600144269574,1000,True,False,False,True
121,data/raw/zurich_mav_sample/MAV_Images/00121.jpg,00121.jpg,10997044,1.7037357753142717,-0.365592380054295,2.5979999999999563,47.3843539,8.545201,467.508,ok,,1920,1080,109.53015480324073,62.2388678614165,791.1371871069599,1000,False,False,False,False
122,data/raw/zurich_mav_sample/MAV_Images/00122.jpg,00122.jpg,11030377,1.7037357753142717,-0.365592380054295,2.5979999999999563,47.3843539,8.545201,467.508,ok,,1920,1080,109.61651138117284,62.26433445590618,789.2416159542694,1000,False,False,False,False
123,data/raw/zurich_mav_sample/MAV_Images/00123.jpg,00123.jpg,11063710,1.7037357753142717,-0.365592380054295,2.5979999999999563,47.3843539,8.545201,467.508,ok,,1920,1080,109.51226658950617,62.147004775290995,747.2959511829433,1000,True,False,False,True
124,data/raw/zurich_mav_sample/MAV_Images/00124.jpg,00124.jpg,11097043,1.7037357753142717,-0.365592380054295,2.5979999999999563,47.3843539,8.545201,467.508,ok,,1920,1080,109.58743103780864,62.154695908542415,794.2701918781149,1000,False,False,False,False
125,data/raw/zurich_mav_sample/MAV_Images/00125.jpg,00125.jpg,11130376,1.7037357753142717,-0.365592380054295,2.5979999999999563,47.3843539,8.545201,467.508,ok,,1920,1080,109.64355275848766,61.963873940084085,667.803440490553,1000,True,False,True,True
126,data/raw/zurich_mav_sample/MAV_Images/00126.jpg,00126.jpg,11163709,1.7037357753142717,-0.365592380054295,2.5979999999999563,47.3843539,8.545201,467.508,ok,,1920,1080,109.74254918981481,62.03663143652169,749.5450610195817,1000,True,False,False,True
127,data/raw/zurich_mav_sample/MAV_Images/00127.jpg,00127.jpg,11195824,1.6739988283370622,-0.2876225085929036,2.5499999999999545,47.3843546,8.5452006,467.46,ok,,1920,1080,109.05269917052469,61.81691289294987,650.514787843488,1000,True,False,True,True
128,data/raw/zurich_mav_sample/MAV_Images/00128.jpg,00128.jpg,11229157,1.6739988283370622,-0.2876225085929036,2.5499999999999545,47.3843546,8.5452006,467.46,ok,,1920,1080,109.342432966821,61.846168834621345,701.2619222511239,1000,True,False,True,True
129,data/raw/zurich_mav_sample/MAV_Images/00129.jpg,00129.jpg,11262490,1.6739988283370622,-0.2876225085929036,2.5499999999999545,47.3843546,8.5452006,467.46,ok,,1920,1080,109.4650925925926,61.94628088514019,720.2805031815747,1000,True,False,True,True
130,data/raw/zurich_mav_sample/MAV_Images/00130.jpg,00130.jpg,11295823,1.6739988283370622,-0.2876225085929036,2.5499999999999545,47.3843546,8.5452006,467.46,ok,,1920,1080,109.53642264660493,61.96823842787348,706.4969734415629,1000,True,False,True,True
131,data/raw/zurich_mav_sample/MAV_Images/00131.jpg,00131.jpg,11329156,1.6739988283370622,-0.2876225085929036,2.5499999999999545,47.3843546,8.5452006,467.46,ok,,1920,1080,109.59431664737654,61.913180466841766,704.3926895624857,1000,True,False,True,True
132,data/raw/zurich_mav_sample/MAV_Images/00132.jpg,00132.jpg,11362489,1.6739988283370622,-0.2876225085929036,2.5499999999999545,47.3843546,8.5452006,467.46,ok,,1920,1080,109.38184895833334,62.027996650354225,756.5310616201102,1000,True,False,False,True
133,data/raw/zurich_mav_sample/MAV_Images/00133.jpg,00133.jpg,11397736,1.7122574190143496,-0.1989361057057976,2.4979999999999905,47.3843554,8.5452011,467.408,ok,,1920,1080,109.45736400462962,62.1356883805166,790.3733637090985,1000,False,False,False,False
134,data/raw/zurich_mav_sample/MAV_Images/00134.jpg,00134.jpg,11431069,1.7122574190143496,-0.1989361057057976,2.4979999999999905,47.3843554,8.5452011,467.408,ok,,1920,1080,109.5646339699074,62.027737082294415,763.2015089091794,1000,True,False,False,True
135,data/raw/zurich_mav_sample/MAV_Images/00135.jpg,00135.jpg,11464402,1.7122574190143496,-0.1989361057057976,2.4979999999999905,47.3843554,8.5452011,467.408,ok,,1920,1080,109.3197371720679,62.136513495087684,821.398495333531,1000,False,False,False,False
136,data/raw/zurich_mav_sample/MAV_Images/00136.jpg,00136.jpg,11497735,1.7122574190143496,-0.1989361057057976,2.4979999999999905,47.3843554,8.5452011,467.408,ok,,1920,1080,109.37234809027778,62.11060725898154,826.6888543482626,1000,False,False,False,False
137,data/raw/zurich_mav_sample/MAV_Images/00137.jpg,00137.jpg,11531068,1.7122574190143496,-0.1989361057057976,2.4979999999999905,47.3843554,8.5452011,467.408,ok,,1920,1080,109.36874710648148,61.95559311819245,724.3525249456425,1000,True,False,True,True
138,data/raw/zurich_mav_sample/MAV_Images/00138.jpg,00138.jpg,11564401,1.7122574190143496,-0.1989361057057976,2.4979999999999905,47.3843554,8.5452011,467.408,ok,,1920,1080,109.44269965277778,62.03672338280392,791.5675344230723,1000,False,False,False,False
139,data/raw/zurich_mav_sample/MAV_Images/00139.jpg,00139.jpg,11595348,1.6518097285879776,-0.2096967296674847,2.460999999999956,47.3843553,8.5452003,467.371,ok,,1920,1080,109.24011959876543,61.967233809150436,742.9827392849381,1000,True,False,True,True
140,data/raw/zurich_mav_sample/MAV_Images/00140.jpg,00140.jpg,11628681,1.6518097285879776,-0.2096967296674847,2.460999999999956,47.3843553,8.5452003,467.371,ok,,1920,1080,109.2797796103395,61.976235810641256,781.3231139043087,1000,False,False,False,False
141,data/raw/zurich_mav_sample/MAV_Images/00141.jpg,00141.jpg,11662014,1.6518097285879776,-0.2096967296674847,2.460999999999956,47.3843553,8.5452003,467.371,ok,,1920,1080,109.32749855324074,61.91948647997467,741.5376429795099,1000,True,False,True,True
142,data/raw/zurich_mav_sample/MAV_Images/00142.jpg,00142.jpg,11695347,1.6518097285879776,-0.2096967296674847,2.460999999999956,47.3843553,8.5452003,467.371,ok,,1920,1080,108.98780719521605,61.90365495262532,823.4379875471201,1000,False,False,True,True
143,data/raw/zurich_mav_sample/MAV_Images/00143.jpg,00143.jpg,11728680,1.6518097285879776,-0.2096967296674847,2.460999999999956,47.3843553,8.5452003,467.371,ok,,1920,1080,109.12351851851852,61.725600254505224,703.0171332261509,1000,True,False,True,True
144,data/raw/zurich_mav_sample/MAV_Images/00144.jpg,00144.jpg,11762013,1.6518097285879776,-0.2096967296674847,2.460999999999956,47.3843553,8.5452003,467.371,ok,,1920,1080,109.28184124228395,61.843836352826116,748.469368864105,1000,True,False,True,True
145,data/raw/zurich_mav_sample/MAV_Images/00145.jpg,00145.jpg,11796090,1.7427734029479325,-0.143545682542026,2.465999999999952,47.3843559,8.5452015,467.376,ok,,1920,1080,109.47398244598766,61.85787633406638,746.2080169493642,1000,True,False,True,True
146,data/raw/zurich_mav_sample/MAV_Images/00146.jpg,00146.jpg,11829423,1.7427734029479325,-0.143545682542026,2.465999999999952,47.3843559,8.5452015,467.376,ok,,1920,1080,109.5597550154321,61.890979666971774,754.7903409043605,1000,True,False,True,True
147,data/raw/zurich_mav_sample/MAV_Images/00147.jpg,00147.jpg,11862756,1.7427734029479325,-0.143545682542026,2.465999999999952,47.3843559,8.5452015,467.376,ok,,1920,1080,109.51441599151235,61.904208777455764,814.1279923746686,1000,False,False,True,True
148,data/raw/zurich_mav_sample/MAV_Images/00148.jpg,00148.jpg,11896089,1.7427734029479325,-0.143545682542026,2.465999999999952,47.3843559,8.5452015,467.376,ok,,1920,1080,109.58221354166666,61.699998313285995,704.0682209674989,1000,True,False,True,True
149,data/raw/zurich_mav_sample/MAV_Images/00149.jpg,00149.jpg,11929422,1.7427734029479325,-0.143545682542026,2.465999999999952,47.3843559,8.5452015,467.376,ok,,1920,1080,109.69932339891976,61.73328029947016,766.5402666036224,1000,True,False,True,True
150,data/raw/zurich_mav_sample/MAV_Images/00150.jpg,00150.jpg,11962755,1.7427734029479325,-0.143545682542026,2.465999999999952,47.3843559,8.5452015,467.376,ok,,1920,1080,109.74259066358024,61.68605161784112,718.9855564001676,1000,True,False,True,True
151,data/raw/zurich_mav_sample/MAV_Images/00151.jpg,00151.jpg,11988960,1.7126469378126783,-0.1322559583932161,2.326999999999998,47.384356,8.5452011,467.237,ok,,1920,1080,109.65432581018518,61.75153220329682,789.4016057331622,1000,False,False,True,True
152,data/raw/zurich_mav_sample/MAV_Images/00152.jpg,00152.jpg,12022293,1.7126469378126783,-0.1322559583932161,2.326999999999998,47.384356,8.5452011,467.237,ok,,1920,1080,109.77471113040123,61.60293152513785,681.765925553256,1000,True,False,True,True
153,data/raw/zurich_mav_sample/MAV_Images/00153.jpg,00153.jpg,12055626,1.7126469378126783,-0.1322559583932161,2.326999999999998,47.384356,8.5452011,467.237,ok,,1920,1080,109.81512635030865,61.65452614455968,708.1427631896217,1000,True,False,True,True
154,data/raw/zurich_mav_sample/MAV_Images/00154.jpg,00154.jpg,12088959,1.7126469378126783,-0.1322559583932161,2.326999999999998,47.384356,8.5452011,467.237,ok,,1920,1080,109.90637972608025,61.68061687024166,698.8541825729474,1000,True,False,True,True
155,data/raw/zurich_mav_sample/MAV_Images/00155.jpg,00155.jpg,12122292,1.7126469378126783,-0.1322559583932161,2.326999999999998,47.384356,8.5452011,467.237,ok,,1920,1080,109.73578993055555,61.783390728654865,734.4909245274573,1000,True,False,True,True
156,data/raw/zurich_mav_sample/MAV_Images/00156.jpg,00156.jpg,12155625,1.7126469378126783,-0.1322559583932161,2.326999999999998,47.384356,8.5452011,467.237,ok,,1920,1080,109.72879967206791,61.94044488564283,796.2195418588387,1000,False,False,True,True
157,data/raw/zurich_mav_sample/MAV_Images/00157.jpg,00157.jpg,12191611,1.6903929183608852,-0.0654435371980071,2.194999999999993,47.3843566,8.5452008,467.105,ok,,1920,1080,109.2606322337963,61.66411961820705,738.1980526789456,1000,True,False,True,True
158,data/raw/zurich_mav_sample/MAV_Images/00158.jpg,00158.jpg,12224944,1.6903929183608852,-0.0654435371980071,2.194999999999993,47.3843566,8.5452008,467.105,ok,,1920,1080,109.47268614969136,61.82702276606576,806.2936094749634,1000,False,False,True,True
159,data/raw/zurich_mav_sample/MAV_Images/00159.jpg,00159.jpg,12258277,1.6903929183608852,-0.0654435371980071,2.194999999999993,47.3843566,8.5452008,467.105,ok,,1920,1080,109.5066975308642,61.86273303619792,814.9594312670627,1000,False,False,True,True
160,data/raw/zurich_mav_sample/MAV_Images/00160.jpg,00160.jpg,12291610,1.6903929183608852,-0.0654435371980071,2.194999999999993,47.3843566,8.5452008,467.105,ok,,1920,1080,109.5797583912037,61.853735945098805,812.8812141038374,1000,False,False,True,True
161,data/raw/zurich_mav_sample/MAV_Images/00161.jpg,00161.jpg,12324943,1.6903929183608852,-0.0654435371980071,2.194999999999993,47.3843566,8.5452008,467.105,ok,,1920,1080,109.58568287037038,61.962270427076284,873.2224548770524,1000,False,False,True,True
162,data/raw/zurich_mav_sample/MAV_Images/00162.jpg,00162.jpg,12358276,1.6903929183608852,-0.0654435371980071,2.194999999999993,47.3843566,8.5452008,467.105,ok,,1920,1080,109.64150848765432,61.96155994425906,850.7110501048903,1000,False,False,True,True
163,data/raw/zurich_mav_sample/MAV_Images/00163.jpg,00163.jpg,12388362,1.6760113447671756,0.0568915819749236,1.912999999999954,47.3843577,8.5452006,466.823,ok,,1920,1080,109.5772125771605,62.02294752197452,889.5333598989146,1000,False,False,False,False
164,data/raw/zurich_mav_sample/MAV_Images/00164.jpg,00164.jpg,12421695,1.6760113447671756,0.0568915819749236,1.912999999999954,47.3843577,8.5452006,466.823,ok,,1920,1080,109.65284143518518,62.00790032542058,873.5094846739887,1000,False,False,False,False
165,data/raw/zurich_mav_sample/MAV_Images/00165.jpg,00165.jpg,12455028,1.6760113447671756,0.0568915819749236,1.912999999999954,47.3843577,8.5452006,466.823,ok,,1920,1080,109.6520167824074,61.98450622411169,895.9254370917411,1000,False,False,False,False
166,data/raw/zurich_mav_sample/MAV_Images/00166.jpg,00166.jpg,12488361,1.6760113447671756,0.0568915819749236,1.912999999999954,47.3843577,8.5452006,466.823,ok,,1920,1080,109.75285638503087,61.94653762026809,866.1593528107298,1000,False,False,True,True
167,data/raw/zurich_mav_sample/MAV_Images/00167.jpg,00167.jpg,12521694,1.6760113447671756,0.0568915819749236,1.912999999999954,47.3843577,8.5452006,466.823,ok,,1920,1080,109.62470100308641,61.68688646085083,746.921457102024,1000,True,False,True,True
168,data/raw/zurich_mav_sample/MAV_Images/00168.jpg,00168.jpg,12555027,1.6760113447671756,0.0568915819749236,1.912999999999954,47.3843577,8.5452006,466.823,ok,,1920,1080,109.72386332947531,61.48787653064868,680.2302013052047,1000,True,False,True,True
169,data/raw/zurich_mav_sample/MAV_Images/00169.jpg,00169.jpg,12590212,1.5173118187813088,0.0244774334132671,1.9309999999999832,47.3843574,8.5451985,466.841,ok,,1920,1080,109.58819444444444,61.694091636110365,765.8340544005256,1000,True,False,True,True
170,data/raw/zurich_mav_sample/MAV_Images/00170.jpg,00170.jpg,12623545,1.5173118187813088,0.0244774334132671,1.9309999999999832,47.3843574,8.5451985,466.841,ok,,1920,1080,109.63348620756173,61.941875964353216,874.3275665396691,1000,False,False,True,True
171,data/raw/zurich_mav_sample/MAV_Images/00171.jpg,00171.jpg,12656878,1.5173118187813088,0.0244774334132671,1.9309999999999832,47.3843574,8.5451985,466.841,ok,,1920,1080,109.51282359182099,61.86185186953534,829.5318241807105,1000,False,False,True,True
172,data/raw/zurich_mav_sample/MAV_Images/00172.jpg,00172.jpg,12690211,1.5173118187813088,0.0244774334132671,1.9309999999999832,47.3843574,8.5451985,466.841,ok,,1920,1080,108.82456790123457,62.175640464529195,1124.2453881458468,1000,False,False,False,False
173,data/raw/zurich_mav_sample/MAV_Images/00173.jpg,00173.jpg,12723544,1.5173118187813088,0.0244774334132671,1.9309999999999832,47.3843574,8.5451985,466.841,ok,,1920,1080,108.98641637731481,62.13350652659143,1022.6745882719986,1000,False,False,False,False
174,data/raw/zurich_mav_sample/MAV_Images/00174.jpg,00174.jpg,12756877,1.5173118187813088,0.0244774334132671,1.9309999999999832,47.3843574,8.5451985,466.841,ok,,1920,1080,109.21060570987655,62.11319481308091,986.3157845710657,1000,False,False,False,False
175,data/raw/zurich_mav_sample/MAV_Images/00175.jpg,00175.jpg,12790053,1.449121523357462,-0.0195791712030768,1.976999999999976,47.384357,8.5451976,466.887,ok,,1920,1080,109.18056568287037,62.2323236677981,1060.2400149374353,1000,False,False,False,False
176,data/raw/zurich_mav_sample/MAV_Images/00176.jpg,00176.jpg,12823386,1.449121523357462,-0.0195791712030768,1.976999999999976,47.384357,8.5451976,466.887,ok,,1920,1080,109.2809765625,62.13149840872299,978.1923728484751,1000,False,False,False,False
177,data/raw/zurich_mav_sample/MAV_Images/00177.jpg,00177.jpg,12856719,1.449121523357462,-0.0195791712030768,1.976999999999976,47.384357,8.5451976,466.887,ok,,1920,1080,109.25990596064815,62.35320949933293,1158.347357727887,1000,False,False,False,False
178,data/raw/zurich_mav_sample/MAV_Images/00178.jpg,00178.jpg,12890052,1.449121523357462,-0.0195791712030768,1.976999999999976,47.384357,8.5451976,466.887,ok,,1920,1080,109.32579378858024,62.41569070032535,1235.8853294143485,1000,False,False,False,False
179,data/raw/zurich_mav_sample/MAV_Images/00179.jpg,00179.jpg,12923385,1.449121523357462,-0.0195791712030768,1.976999999999976,47.384357,8.5451976,466.887,ok,,1920,1080,109.22527970679012,62.47503002295016,1308.0318333010491,1000,False,False,False,False
180,data/raw/zurich_mav_sample/MAV_Images/00180.jpg,00180.jpg,12956718,1.449121523357462,-0.0195791712030768,1.976999999999976,47.384357,8.5451976,466.887,ok,,1920,1080,109.14955391589505,62.36264020059645,1263.9065043563483,1000,False,False,False,False
181,data/raw/zurich_mav_sample/MAV_Images/00181.jpg,00181.jpg,12990712,1.4494461249560118,0.0359876183792948,1.919999999999959,47.3843575,8.5451976,466.83,ok,,1920,1080,109.0707282021605,62.3974627749754,1322.2818019833662,1000,False,False,False,False
182,data/raw/zurich_mav_sample/MAV_Images/00182.jpg,00182.jpg,13024045,1.4494461249560118,0.0359876183792948,1.919999999999959,47.3843575,8.5451976,466.83,ok,,1920,1080,108.97630449459876,62.494433281110645,1416.8622650570571,1000,False,False,False,False
183,data/raw/zurich_mav_sample/MAV_Images/00183.jpg,00183.jpg,13057378,1.4494461249560118,0.0359876183792948,1.919999999999959,47.3843575,8.5451976,466.83,ok,,1920,1080,108.89168981481481,62.349844698065766,1308.924813008727,1000,False,False,False,False
184,data/raw/zurich_mav_sample/MAV_Images/00184.jpg,00184.jpg,13090711,1.4494461249560118,0.0359876183792948,1.919999999999959,47.3843575,8.5451976,466.83,ok,,1920,1080,108.80874807098765,62.34551446461129,1340.190987221045,1000,False,False,False,False
185,data/raw/zurich_mav_sample/MAV_Images/00185.jpg,00185.jpg,13124044,1.4494461249560118,0.0359876183792948,1.919999999999959,47.3843575,8.5451976,466.83,ok,,1920,1080,108.83655767746913,62.17651555971377,1228.563291343015,1000,False,False,False,False
186,data/raw/zurich_mav_sample/MAV_Images/00186.jpg,00186.jpg,13157377,1.4494461249560118,0.0359876183792948,1.919999999999959,47.3843575,8.5451976,466.83,ok,,1920,1080,108.87868875385803,62.00163996173798,1081.364967166066,1000,False,False,False,False
187,data/raw/zurich_mav_sample/MAV_Images/00187.jpg,00187.jpg,13188406,1.4502251687226817,0.1693479120731353,1.8169999999999504,47.3843587,8.5451976,466.727,ok,,1920,1080,108.0303621720679,62.339497443177876,1425.3573351322266,1000,False,False,False,False
188,data/raw/zurich_mav_sample/MAV_Images/00188.jpg,00188.jpg,13221739,1.4502251687226817,0.1693479120731353,1.8169999999999504,47.3843587,8.5451976,466.727,ok,,1920,1080,108.2050212191358,62.369531814076595,1410.7214915480686,1000,False,False,False,False
189,data/raw/zurich_mav_sample/MAV_Images/00189.jpg,00189.jpg,13255072,1.4502251687226817,0.1693479120731353,1.8169999999999504,47.3843587,8.5451976,466.727,ok,,1920,1080,108.28936873070988,62.344749893872425,1400.9933076836526,1000,False,False,False,False
190,data/raw/zurich_mav_sample/MAV_Images/00190.jpg,00190.jpg,13288405,1.4502251687226817,0.1693479120731353,1.8169999999999504,47.3843587,8.5451976,466.727,ok,,1920,1080,108.31634789737655,62.393358671566816,1440.6089348776138,1000,False,False,False,False
191,data/raw/zurich_mav_sample/MAV_Images/00191.jpg,00191.jpg,13321738,1.4502251687226817,0.1693479120731353,1.8169999999999504,47.3843587,8.5451976,466.727,ok,,1920,1080,108.3564240933642,62.29284634676907,1395.8516347905716,1000,False,False,False,False
192,data/raw/zurich_mav_sample/MAV_Images/00192.jpg,00192.jpg,13355071,1.4502251687226817,0.1693479120731353,1.8169999999999504,47.3843587,8.5451976,466.727,ok,,1920,1080,108.44554494598765,62.19138205609184,1325.9752456759236,1000,False,False,False,False
193,data/raw/zurich_mav_sample/MAV_Images/00193.jpg,00193.jpg,13389207,1.3824893174460158,0.2030848115682602,1.8039999999999736,47.384359,8.5451967,466.714,ok,,1920,1080,108.46711757330247,62.18484303955456,1310.8510144586473,1000,False,False,False,False
194,data/raw/zurich_mav_sample/MAV_Images/00194.jpg,00194.jpg,13422540,1.3824893174460158,0.2030848115682602,1.8039999999999736,47.384359,8.5451967,466.714,ok,,1920,1080,108.52725597993827,62.25110085029,1374.8983713641417,1000,False,False,False,False
195,data/raw/zurich_mav_sample/MAV_Images/00195.jpg,00195.jpg,13455873,1.3824893174460158,0.2030848115682602,1.8039999999999736,47.384359,8.5451967,466.714,ok,,1920,1080,108.33906008873457,62.297154077977986,1439.9840973394782,1000,False,False,False,False
196,data/raw/zurich_mav_sample/MAV_Images/00196.jpg,00196.jpg,13489206,1.3824893174460158,0.2030848115682602,1.8039999999999736,47.384359,8.5451967,466.714,ok,,1920,1080,108.32771170910493,62.294746783760566,1410.6831505434998,1000,False,False,False,False
197,data/raw/zurich_mav_sample/MAV_Images/00197.jpg,00197.jpg,13522539,1.3824893174460158,0.2030848115682602,1.8039999999999736,47.384359,8.5451967,466.714,ok,,1920,1080,108.31287133487655,62.26155626185538,1354.0963818457885,1000,False,False,False,False
198,data/raw/zurich_mav_sample/MAV_Images/00198.jpg,00198.jpg,13555872,1.3824893174460158,0.2030848115682602,1.8039999999999736,47.384359,8.5451967,466.714,ok,,1920,1080,108.28098765432098,62.213952206710516,1302.4514230487562,1000,False,False,False,False
199,data/raw/zurich_mav_sample/MAV_Images/00199.jpg,00199.jpg,13592107,1.269271630619187,0.2037461921572685,1.7509999999999764,47.384359,8.5451952,466.661,ok,,1920,1080,108.1578766396605,62.24686612997406,1354.5407964748495,1000,False,False,False,False
200,data/raw/zurich_mav_sample/MAV_Images/00200.jpg,00200.jpg,13625440,1.269271630619187,0.2037461921572685,1.7509999999999764,47.384359,8.5451952,466.661,ok,,1920,1080,108.14611738040124,61.85336405864167,1054.087903098252,1000,False,False,True,True
201,data/raw/zurich_mav_sample/MAV_Images/00201.jpg,00201.jpg,13658773,1.269271630619187,0.2037461921572685,1.7509999999999764,47.384359,8.5451952,466.661,ok,,1920,1080,108.07513792438272,61.91749126745684,1123.9242533549843,1000,False,False,True,True
202,data/raw/zurich_mav_sample/MAV_Images/00202.jpg,00202.jpg,13692106,1.269271630619187,0.2037461921572685,1.7509999999999764,47.384359,8.5451952,466.661,ok,,1920,1080,107.6199821566358,61.75235623596987,1082.348355928107,1000,False,False,True,True
203,data/raw/zurich_mav_sample/MAV_Images/00203.jpg,00203.jpg,13725439,1.269271630619187,0.2037461921572685,1.7509999999999764,47.384359,8.5451952,466.661,ok,,1920,1080,107.75238715277777,61.62405680819629,987.5820347307052,1000,False,False,True,True
204,data/raw/zurich_mav_sample/MAV_Images/00204.jpg,00204.jpg,13758772,1.269271630619187,0.2037461921572685,1.7509999999999764,47.384359,8.5451952,466.661,ok,,1920,1080,107.91558883101852,61.42174277233192,870.3754566055862,1000,False,False,True,True
205,data/raw/zurich_mav_sample/MAV_Images/00205.jpg,00205.jpg,13808127,1.239469771797303,0.2706027077510953,1.6899999999999975,47.3843596,8.5451948,466.6,ok,,1920,1080,107.90198784722222,61.290899972725754,769.7974695951648,1000,True,False,True,True
206,data/raw/zurich_mav_sample/MAV_Images/00206.jpg,00206.jpg,13841460,1.239469771797303,0.2706027077510953,1.6899999999999975,47.3843596,8.5451948,466.6,ok,,1920,1080,107.89146894290124,61.53438967438575,903.0528322532855,1000,False,False,True,True
207,data/raw/zurich_mav_sample/MAV_Images/00207.jpg,00207.jpg,13874793,1.239469771797303,0.2706027077510953,1.6899999999999975,47.3843596,8.5451948,466.6,ok,,1920,1080,107.96838155864198,61.55835744259539,866.6721030453359,1000,False,False,True,True
208,data/raw/zurich_mav_sample/MAV_Images/00208.jpg,00208.jpg,13908126,1.239469771797303,0.2706027077510953,1.6899999999999975,47.3843596,8.5451948,466.6,ok,,1920,1080,107.99213589891976,61.50601065287341,845.7083497641725,1000,False,False,True,True
209,data/raw/zurich_mav_sample/MAV_Images/00209.jpg,00209.jpg,13941459,1.239469771797303,0.2706027077510953,1.6899999999999975,47.3843596,8.5451948,466.6,ok,,1920,1080,108.24276186342593,61.017050129231805,688.8534066471217,1000,True,False,True,True
210,data/raw/zurich_mav_sample/MAV_Images/00210.jpg,00210.jpg,13974792,1.239469771797303,0.2706027077510953,1.6899999999999975,47.3843596,8.5451948,466.6,ok,,1920,1080,108.04722752700617,61.290815970099494,752.3378971382615,1000,True,False,True,True
211,data/raw/zurich_mav_sample/MAV_Images/00211.jpg,00211.jpg,13989764,1.0958659404423088,0.2381003852933645,1.752999999999986,47.3843593,8.5451929,466.663,ok,,1920,1080,108.20752989969135,61.249795637839924,735.4558232262455,1000,True,False,True,True
