imgid,image_path,image_filename,timestamp,lat,lon,alt,x_enu_m,y_enu_m,z_enu_m,reference_type,fix_type,num_sat,eph_m,epv_m,vel_n_m_s,vel_e_m_s,vel_d_m_s,has_reference
105,data/raw/zurich_mav_sample/MAV_Images/00105.jpg,00105.jpg,10463480,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True
106,data/raw/zurich_mav_sample/MAV_Images/00106.jpg,00106.jpg,10496813,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True
107,data/raw/zurich_mav_sample/MAV_Images/00107.jpg,00107.jpg,10530146,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True
108,data/raw/zurich_mav_sample/MAV_Images/00108.jpg,00108.jpg,10563479,47.3843516,8.5451967,467.643,1.3776852048467845,-0.6193036651238799,2.7329999999999472,onboard_gps,3,6,9.941000938,1.2999999999999998e-43,0.699999988,0.539999962,0.74000001,True
109,data/raw/zurich_mav_sample/MAV_Images/00109.jpg,00109.jpg,10599588,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True
110,data/raw/zurich_mav_sample/MAV_Images/00110.jpg,00110.jpg,10632921,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True
111,data/raw/zurich_mav_sample/MAV_Images/00111.jpg,00111.jpg,10666254,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True
112,data/raw/zurich_mav_sample/MAV_Images/00112.jpg,00112.jpg,10699587,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True
113,data/raw/zurich_mav_sample/MAV_Images/00113.jpg,00113.jpg,10732920,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True
114,data/raw/zurich_mav_sample/MAV_Images/00114.jpg,00114.jpg,10766253,47.3843514,8.5451973,467.634,1.4228424452012405,-0.6417949311435223,2.723999999999989,onboard_gps,3,6,9.86300087,1.2999999999999998e-43,0.299999982,0.519999981,0.879999995,True
115,data/raw/zurich_mav_sample/MAV_Images/00115.jpg,00115.jpg,10797338,47.3843532,8.5452011,467.466,1.710829183110036,-0.4434299748390913,2.555999999999983,onboard_gps,3,6,9.784000397,1.2999999999999998e-43,1.0,1.419999957,1.110000014,True
116,data/raw/zurich_mav_sample/MAV_Images/00116.jpg,00116.jpg,10830671,47.3843532,8.5452011,467.466,1.710829183110036,-0.4434299748390913,2.555999999999983,onboard_gps,3,6,9.784000397,1.2999999999999998e-43,1.0,1.419999957,1.110000014,True
117,data/raw/zurich_mav_sample/MAV_Images/00117.jpg,00117.jpg,10864004,47.3843532,8.5452011,467.466,1.710829183110036,-0.4434299748390913,2.555999999999983,onboard_gps,3,6,9.784000397,1.2999999999999998e-43,1.0,1.419999957,1.110000014,True
118,data/raw/zurich_mav_sample/MAV_Images/00118.jpg,00118.jpg,10897337,47.3843532,8.5452011,467.466,1.710829183110036,-0.4434299748390913,2.555999999999983,onboard_gps,3,6,9.784000397,1.2999999999999998e-43,1.0,1.419999957,1.110000014,True
119,data/raw/zurich_mav_sample/MAV_Images/00119.jpg,00119.jpg,10930670,47.3843532,8.5452011,467.466,1.710829183110036,-0.4434299748390913,2.555999999999983,onboard_gps,3,6,9.784000397,1.2999999999999998e-43,1.0,1.419999957,1.110000014,True
120,data/raw/zurich_mav_sample/MAV_Images/00120.jpg,00120.jpg,10964003,47.3843532,8.5452011,467.466,1.710829183110036,-0.4434299748390913,2.555999999999983,onboard_gps,3,6,9.784000397,1.2999999999999998e-43,1.0,1.419999957,1.110000014,True
121,data/raw/zurich_mav_sample/MAV_Images/00121.jpg,00121.jpg,10997044,47.3843539,8.545201,467.508,1.7037357753142717,-0.365592380054295,2.5979999999999563,onboard_gps,3,6,9.709000588,1.2999999999999998e-43,0.849999964,0.659999967,1.329999924,True
122,data/raw/zurich_mav_sample/MAV_Images/00122.jpg,00122.jpg,11030377,47.3843539,8.545201,467.508,1.7037357753142717,-0.365592380054295,2.5979999999999563,onboard_gps,3,6,9.709000588,1.2999999999999998e-43,0.849999964,0.659999967,1.329999924,True
123,data/raw/zurich_mav_sample/MAV_Images/00123.jpg,00123.jpg,11063710,47.3843539,8.545201,467.508,1.7037357753142717,-0.365592380054295,2.5979999999999563,onboard_gps,3,6,9.709000588,1.2999999999999998e-43,0.849999964,0.659999967,1.329999924,True
124,data/raw/zurich_mav_sample/MAV_Images/00124.jpg,00124.jpg,11097043,47.3843539,8.545201,467.508,1.7037357753142717,-0.365592380054295,2.5979999999999563,onboard_gps,3,6,9.709000588,1.2999999999999998e-43,0.849999964,0.659999967,1.329999924,True
125,data/raw/zurich_mav_sample/MAV_Images/00125.jpg,00125.jpg,11130376,47.3843539,8.545201,467.508,1.7037357753142717,-0.365592380054295,2.5979999999999563,onboard_gps,3,6,9.709000588,1.2999999999999998e-43,0.849999964,0.659999967,1.329999924,True
126,data/raw/zurich_mav_sample/MAV_Images/00126.jpg,00126.jpg,11163709,47.3843539,8.545201,467.508,1.7037357753142717,-0.365592380054295,2.5979999999999563,onboard_gps,3,6,9.709000588,1.2999999999999998e-43,0.849999964,0.659999967,1.329999924,True
127,data/raw/zurich_mav_sample/MAV_Images/00127.jpg,00127.jpg,11195824,47.3843546,8.5452006,467.46,1.6739988283370622,-0.2876225085929036,2.5499999999999545,onboard_gps,3,6,9.636000633,1.2999999999999998e-43,0.72999996,0.340000004,1.319999933,True
128,data/raw/zurich_mav_sample/MAV_Images/00128.jpg,00128.jpg,11229157,47.3843546,8.5452006,467.46,1.6739988283370622,-0.2876225085929036,2.5499999999999545,onboard_gps,3,6,9.636000633,1.2999999999999998e-43,0.72999996,0.340000004,1.319999933,True
129,data/raw/zurich_mav_sample/MAV_Images/00129.jpg,00129.jpg,11262490,47.3843546,8.5452006,467.46,1.6739988283370622,-0.2876225085929036,2.5499999999999545,onboard_gps,3,6,9.636000633,1.2999999999999998e-43,0.72999996,0.340000004,1.319999933,True
130,data/raw/zurich_mav_sample/MAV_Images/00130.jpg,00130.jpg,11295823,47.3843546,8.5452006,467.46,1.6739988283370622,-0.2876225085929036,2.5499999999999545,onboard_gps,3,6,9.636000633,1.2999999999999998e-43,0.72999996,0.340000004,1.319999933,True
131,data/raw/zurich_mav_sample/MAV_Images/00131.jpg,00131.jpg,11329156,47.3843546,8.5452006,467.46,1.6739988283370622,-0.2876225085929036,2.5499999999999545,onboard_gps,3,6,9.636000633,1.2999999999999998e-43,0.72999996,0.340000004,1.319999933,True
132,data/raw/zurich_mav_sample/MAV_Images/00132.jpg,00132.jpg,11362489,47.3843546,8.5452006,467.46,1.6739988283370622,-0.2876225085929036,2.5499999999999545,onboard_gps,3,6,9.636000633,1.2999999999999998e-43,0.72999996,0.340000004,1.319999933,True
133,data/raw/zurich_mav_sample/MAV_Images/00133.jpg,00133.jpg,11397736,47.3843554,8.5452011,467.408,1.7122574190143496,-0.1989361057057976,2.4979999999999905,onboard_gps,3,6,9.565000534,1.2999999999999998e-43,0.799999952,0.529999971,1.309999943,True
134,data/raw/zurich_mav_sample/MAV_Images/00134.jpg,00134.jpg,11431069,47.3843554,8.5452011,467.408,1.7122574190143496,-0.1989361057057976,2.4979999999999905,onboard_gps,3,6,9.565000534,1.2999999999999998e-43,0.799999952,0.529999971,1.309999943,True
135,data/raw/zurich_mav_sample/MAV_Images/00135.jpg,00135.jpg,11464402,47.3843554,8.5452011,467.408,1.7122574190143496,-0.1989361057057976,2.4979999999999905,onboard_gps,3,6,9.565000534,1.2999999999999998e-43,0.799999952,0.529999971,1.309999943,True
136,data/raw/zurich_mav_sample/MAV_Images/00136.jpg,00136.jpg,11497735,47.3843554,8.5452011,467.408,1.7122574190143496,-0.1989361057057976,2.4979999999999905,onboard_gps,3,6,9.565000534,1.2999999999999998e-43,0.799999952,0.529999971,1.309999943,True
137,data/raw/zurich_mav_sample/MAV_Images/00137.jpg,00137.jpg,11531068,47.3843554,8.5452011,467.408,1.7122574190143496,-0.1989361057057976,2.4979999999999905,onboard_gps,3,6,9.565000534,1.2999999999999998e-43,0.799999952,0.529999971,1.309999943,True
138,data/raw/zurich_mav_sample/MAV_Images/00138.jpg,00138.jpg,11564401,47.3843554,8.5452011,467.408,1.7122574190143496,-0.1989361057057976,2.4979999999999905,onboard_gps,3,6,9.565000534,1.2999999999999998e-43,0.799999952,0.529999971,1.309999943,True
139,data/raw/zurich_mav_sample/MAV_Images/00139.jpg,00139.jpg,11595348,47.3843553,8.5452003,467.371,1.6518097285879776,-0.2096967296674847,2.460999999999956,onboard_gps,3,6,9.495000839,1.2999999999999998e-43,0.550000012,0.089999996,1.159999967,True
140,data/raw/zurich_mav_sample/MAV_Images/00140.jpg,00140.jpg,11628681,47.3843553,8.5452003,467.371,1.6518097285879776,-0.2096967296674847,2.460999999999956,onboard_gps,3,6,9.495000839,1.2999999999999998e-43,0.550000012,0.089999996,1.159999967,True
141,data/raw/zurich_mav_sample/MAV_Images/00141.jpg,00141.jpg,11662014,47.3843553,8.5452003,467.371,1.6518097285879776,-0.2096967296674847,2.460999999999956,onboard_gps,3,6,9.495000839,1.2999999999999998e-43,0.550000012,0.089999996,1.159999967,True
142,data/raw/zurich_mav_sample/MAV_Images/00142.jpg,00142.jpg,11695347,47.3843553,8.5452003,467.371,1.6518097285879776,-0.2096967296674847,2.460999999999956,onboard_gps,3,6,9.495000839,1.2999999999999998e-43,0.550000012,0.089999996,1.159999967,True
143,data/raw/zurich_mav_sample/MAV_Images/00143.jpg,00143.jpg,11728680,47.3843553,8.5452003,467.371,1.6518097285879776,-0.2096967296674847,2.460999999999956,onboard_gps,3,6,9.495000839,1.2999999999999998e-43,0.550000012,0.089999996,1.159999967,True
144,data/raw/zurich_mav_sample/MAV_Images/00144.jpg,00144.jpg,11762013,47.3843553,8.5452003,467.371,1.6518097285879776,-0.2096967296674847,2.460999999999956,onboard_gps,3,6,9.495000839,1.2999999999999998e-43,0.550000012,0.089999996,1.159999967,True
145,data/raw/zurich_mav_sample/MAV_Images/00145.jpg,00145.jpg,11796090,47.3843559,8.5452015,467.376,1.7427734029479325,-0.143545682542026,2.465999999999952,onboard_gps,3,6,9.426000595,1.2999999999999998e-43,0.839999974,0.799999952,0.819999993,True
146,data/raw/zurich_mav_sample/MAV_Images/00146.jpg,00146.jpg,11829423,47.3843559,8.5452015,467.376,1.7427734029479325,-0.143545682542026,2.465999999999952,onboard_gps,3,6,9.426000595,1.2999999999999998e-43,0.839999974,0.799999952,0.819999993,True
147,data/raw/zurich_mav_sample/MAV_Images/00147.jpg,00147.jpg,11862756,47.3843559,8.5452015,467.376,1.7427734029479325,-0.143545682542026,2.465999999999952,onboard_gps,3,6,9.426000595,1.2999999999999998e-43,0.839999974,0.799999952,0.819999993,True
148,data/raw/zurich_mav_sample/MAV_Images/00148.jpg,00148.jpg,11896089,47.3843559,8.5452015,467.376,1.7427734029479325,-0.143545682542026,2.465999999999952,onboard_gps,3,6,9.426000595,1.2999999999999998e-43,0.839999974,0.799999952,0.819999993,True
149,data/raw/zurich_mav_sample/MAV_Images/00149.jpg,00149.jpg,11929422,47.3843559,8.5452015,467.376,1.7427734029479325,-0.143545682542026,2.465999999999952,onboard_gps,3,6,9.426000595,1.2999999999999998e-43,0.839999974,0.799999952,0.819999993,True
150,data/raw/zurich_mav_sample/MAV_Images/00150.jpg,00150.jpg,11962755,47.3843559,8.5452015,467.376,1.7427734029479325,-0.143545682542026,2.465999999999952,onboard_gps,3,6,9.426000595,1.2999999999999998e-43,0.839999974,0.799999952,0.819999993,True
151,data/raw/zurich_mav_sample/MAV_Images/00151.jpg,00151.jpg,11988960,47.384356,8.5452011,467.237,1.7126469378126783,-0.1322559583932161,2.326999999999998,onboard_gps,3,6,9.36300087,1.2999999999999998e-43,0.429999977,0.259999991,1.019999981,True
152,data/raw/zurich_mav_sample/MAV_Images/00152.jpg,00152.jpg,12022293,47.384356,8.5452011,467.237,1.7126469378126783,-0.1322559583932161,2.326999999999998,onboard_gps,3,6,9.36300087,1.2999999999999998e-43,0.429999977,0.259999991,1.019999981,True
153,data/raw/zurich_mav_sample/MAV_Images/00153.jpg,00153.jpg,12055626,47.384356,8.5452011,467.237,1.7126469378126783,-0.1322559583932161,2.326999999999998,onboard_gps,3,6,9.36300087,1.2999999999999998e-43,0.429999977,0.259999991,1.019999981,True
154,data/raw/zurich_mav_sample/MAV_Images/00154.jpg,00154.jpg,12088959,47.384356,8.5452011,467.237,1.7126469378126783,-0.1322559583932161,2.326999999999998,onboard_gps,3,6,9.36300087,1.2999999999999998e-43,0.429999977,0.259999991,1.019999981,True
155,data/raw/zurich_mav_sample/MAV_Images/00155.jpg,00155.jpg,12122292,47.384356,8.5452011,467.237,1.7126469378126783,-0.1322559583932161,2.326999999999998,onboard_gps,3,6,9.36300087,1.2999999999999998e-43,0.429999977,0.259999991,1.019999981,True
156,data/raw/zurich_mav_sample/MAV_Images/00156.jpg,00156.jpg,12155625,47.384356,8.5452011,467.237,1.7126469378126783,-0.1322559583932161,2.326999999999998,onboard_gps,3,6,9.36300087,1.2999999999999998e-43,0.429999977,0.259999991,1.019999981,True
157,data/raw/zurich_mav_sample/MAV_Images/00157.jpg,00157.jpg,12191611,47.3843566,8.5452008,467.105,1.6903929183608852,-0.0654435371980071,2.194999999999993,onboard_gps,3,6,9.295000076,1.29e-43,0.429999977,0.140000001,0.789999962,True
158,data/raw/zurich_mav_sample/MAV_Images/00158.jpg,00158.jpg,12224944,47.3843566,8.5452008,467.105,1.6903929183608852,-0.0654435371980071,2.194999999999993,onboard_gps,3,6,9.295000076,1.29e-43,0.429999977,0.140000001,0.789999962,True
159,data/raw/zurich_mav_sample/MAV_Images/00159.jpg,00159.jpg,12258277,47.3843566,8.5452008,467.105,1.6903929183608852,-0.0654435371980071,2.194999999999993,onboard_gps,3,6,9.295000076,1.29e-43,0.429999977,0.140000001,0.789999962,True
160,data/raw/zurich_mav_sample/MAV_Images/00160.jpg,00160.jpg,12291610,47.3843566,8.5452008,467.105,1.6903929183608852,-0.0654435371980071,2.194999999999993,onboard_gps,3,6,9.295000076,1.29e-43,0.429999977,0.140000001,0.789999962,True
161,data/raw/zurich_mav_sample/MAV_Images/00161.jpg,00161.jpg,12324943,47.3843566,8.5452008,467.105,1.6903929183608852,-0.0654435371980071,2.194999999999993,onboard_gps,3,6,9.295000076,1.29e-43,0.429999977,0.140000001,0.789999962,True
162,data/raw/zurich_mav_sample/MAV_Images/00162.jpg,00162.jpg,12358276,47.3843566,8.5452008,467.105,1.6903929183608852,-0.0654435371980071,2.194999999999993,onboard_gps,3,6,9.295000076,1.29e-43,0.429999977,0.140000001,0.789999962,True
163,data/raw/zurich_mav_sample/MAV_Images/00163.jpg,00163.jpg,12388362,47.3843577,8.5452006,466.823,1.6760113447671756,0.0568915819749236,1.912999999999954,onboard_gps,3,6,9.229000092,1.29e-43,0.639999986,-0.059999999,0.819999993,True
164,data/raw/zurich_mav_sample/MAV_Images/00164.jpg,00164.jpg,12421695,47.3843577,8.5452006,466.823,1.6760113447671756,0.0568915819749236,1.912999999999954,onboard_gps,3,6,9.229000092,1.29e-43,0.639999986,-0.059999999,0.819999993,True
165,data/raw/zurich_mav_sample/MAV_Images/00165.jpg,00165.jpg,12455028,47.3843577,8.5452006,466.823,1.6760113447671756,0.0568915819749236,1.912999999999954,onboard_gps,3,6,9.229000092,1.29e-43,0.639999986,-0.059999999,0.819999993,True
166,data/raw/zurich_mav_sample/MAV_Images/00166.jpg,00166.jpg,12488361,47.3843577,8.5452006,466.823,1.6760113447671756,0.0568915819749236,1.912999999999954,onboard_gps,3,6,9.229000092,1.29e-43,0.639999986,-0.059999999,0.819999993,True
167,data/raw/zurich_mav_sample/MAV_Images/00167.jpg,00167.jpg,12521694,47.3843577,8.5452006,466.823,1.6760113447671756,0.0568915819749236,1.912999999999954,onboard_gps,3,6,9.229000092,1.29e-43,0.639999986,-0.059999999,0.819999993,True
168,data/raw/zurich_mav_sample/MAV_Images/00168.jpg,00168.jpg,12555027,47.3843577,8.5452006,466.823,1.6760113447671756,0.0568915819749236,1.912999999999954,onboard_gps,3,6,9.229000092,1.29e-43,0.639999986,-0.059999999,0.819999993,True
169,data/raw/zurich_mav_sample/MAV_Images/00169.jpg,00169.jpg,12590212,47.3843574,8.5451985,466.841,1.5173118187813088,0.0244774334132671,1.9309999999999832,onboard_gps,3,6,9.176000595,1.29e-43,0.509999991,-0.159999996,1.0,True
170,data/raw/zurich_mav_sample/MAV_Images/00170.jpg,00170.jpg,12623545,47.3843574,8.5451985,466.841,1.5173118187813088,0.0244774334132671,1.9309999999999832,onboard_gps,3,6,9.176000595,1.29e-43,0.509999991,-0.159999996,1.0,True
171,data/raw/zurich_mav_sample/MAV_Images/00171.jpg,00171.jpg,12656878,47.3843574,8.5451985,466.841,1.5173118187813088,0.0244774334132671,1.9309999999999832,onboard_gps,3,6,9.176000595,1.29e-43,0.509999991,-0.159999996,1.0,True
172,data/raw/zurich_mav_sample/MAV_Images/00172.jpg,00172.jpg,12690211,47.3843574,8.5451985,466.841,1.5173118187813088,0.0244774334132671,1.9309999999999832,onboard_gps,3,6,9.176000595,1.29e-43,0.509999991,-0.159999996,1.0,True
173,data/raw/zurich_mav_sample/MAV_Images/00173.jpg,00173.jpg,12723544,47.3843574,8.5451985,466.841,1.5173118187813088,0.0244774334132671,1.9309999999999832,onboard_gps,3,6,9.176000595,1.29e-43,0.509999991,-0.159999996,1.0,True
174,data/raw/zurich_mav_sample/MAV_Images/00174.jpg,00174.jpg,12756877,47.3843574,8.5451985,466.841,1.5173118187813088,0.0244774334132671,1.9309999999999832,onboard_gps,3,6,9.176000595,1.29e-43,0.509999991,-0.159999996,1.0,True
175,data/raw/zurich_mav_sample/MAV_Images/00175.jpg,00175.jpg,12790053,47.384357,8.5451976,466.887,1.449121523357462,-0.0195791712030768,1.9769999999999757,onboard_gps,3,6,9.125,1.29e-43,0.550000012,0.280000001,1.059999943,True
176,data/raw/zurich_mav_sample/MAV_Images/00176.jpg,00176.jpg,12823386,47.384357,8.5451976,466.887,1.449121523357462,-0.0195791712030768,1.9769999999999757,onboard_gps,3,6,9.125,1.29e-43,0.550000012,0.280000001,1.059999943,True
177,data/raw/zurich_mav_sample/MAV_Images/00177.jpg,00177.jpg,12856719,47.384357,8.5451976,466.887,1.449121523357462,-0.0195791712030768,1.9769999999999757,onboard_gps,3,6,9.125,1.29e-43,0.550000012,0.280000001,1.059999943,True
178,data/raw/zurich_mav_sample/MAV_Images/00178.jpg,00178.jpg,12890052,47.384357,8.5451976,466.887,1.449121523357462,-0.0195791712030768,1.9769999999999757,onboard_gps,3,6,9.125,1.29e-43,0.550000012,0.280000001,1.059999943,True
179,data/raw/zurich_mav_sample/MAV_Images/00179.jpg,00179.jpg,12923385,47.384357,8.5451976,466.887,1.449121523357462,-0.0195791712030768,1.9769999999999757,onboard_gps,3,6,9.125,1.29e-43,0.550000012,0.280000001,1.059999943,True
180,data/raw/zurich_mav_sample/MAV_Images/00180.jpg,00180.jpg,12956718,47.384357,8.5451976,466.887,1.449121523357462,-0.0195791712030768,1.9769999999999757,onboard_gps,3,6,9.125,1.29e-43,0.550000012,0.280000001,1.059999943,True
181,data/raw/zurich_mav_sample/MAV_Images/00181.jpg,00181.jpg,12990712,47.3843575,8.5451976,466.83,1.4494461249560118,0.0359876183792948,1.919999999999959,onboard_gps,3,6,9.075000763,1.29e-43,0.969999969,0.5,0.98999995,True
182,data/raw/zurich_mav_sample/MAV_Images/00182.jpg,00182.jpg,13024045,47.3843575,8.5451976,466.83,1.4494461249560118,0.0359876183792948,1.919999999999959,onboard_gps,3,6,9.075000763,1.29e-43,0.969999969,0.5,0.98999995,True
183,data/raw/zurich_mav_sample/MAV_Images/00183.jpg,00183.jpg,13057378,47.3843575,8.5451976,466.83,1.4494461249560118,0.0359876183792948,1.919999999999959,onboard_gps,3,6,9.075000763,1.29e-43,0.969999969,0.5,0.98999995,True
184,data/raw/zurich_mav_sample/MAV_Images/00184.jpg,00184.jpg,13090711,47.3843575,8.5451976,466.83,1.4494461249560118,0.0359876183792948,1.919999999999959,onboard_gps,3,6,9.075000763,1.29e-43,0.969999969,0.5,0.98999995,True
185,data/raw/zurich_mav_sample/MAV_Images/00185.jpg,00185.jpg,13124044,47.3843575,8.5451976,466.83,1.4494461249560118,0.0359876183792948,1.919999999999959,onboard_gps,3,6,9.075000763,1.29e-43,0.969999969,0.5,0.98999995,True
186,data/raw/zurich_mav_sample/MAV_Images/00186.jpg,00186.jpg,13157377,47.3843575,8.5451976,466.83,1.4494461249560118,0.0359876183792948,1.919999999999959,onboard_gps,3,6,9.075000763,1.29e-43,0.969999969,0.5,0.98999995,True
187,data/raw/zurich_mav_sample/MAV_Images/00187.jpg,00187.jpg,13188406,47.3843587,8.5451976,466.727,1.4502251687226817,0.1693479120731353,1.8169999999999504,onboard_gps,3,6,9.027000427,1.29e-43,1.309999943,0.439999998,0.98999995,True
188,data/raw/zurich_mav_sample/MAV_Images/00188.jpg,00188.jpg,13221739,47.3843587,8.5451976,466.727,1.4502251687226817,0.1693479120731353,1.8169999999999504,onboard_gps,3,6,9.027000427,1.29e-43,1.309999943,0.439999998,0.98999995,True
189,data/raw/zurich_mav_sample/MAV_Images/00189.jpg,00189.jpg,13255072,47.3843587,8.5451976,466.727,1.4502251687226817,0.1693479120731353,1.8169999999999504,onboard_gps,3,6,9.027000427,1.29e-43,1.309999943,0.439999998,0.98999995,True
190,data/raw/zurich_mav_sample/MAV_Images/00190.jpg,00190.jpg,13288405,47.3843587,8.5451976,466.727,1.4502251687226817,0.1693479120731353,1.8169999999999504,onboard_gps,3,6,9.027000427,1.29e-43,1.309999943,0.439999998,0.98999995,True
191,data/raw/zurich_mav_sample/MAV_Images/00191.jpg,00191.jpg,13321738,47.3843587,8.5451976,466.727,1.4502251687226817,0.1693479120731353,1.8169999999999504,onboard_gps,3,6,9.027000427,1.29e-43,1.309999943,0.439999998,0.98999995,True
192,data/raw/zurich_mav_sample/MAV_Images/00192.jpg,00192.jpg,13355071,47.3843587,8.5451976,466.727,1.4502251687226817,0.1693479120731353,1.8169999999999504,onboard_gps,3,6,9.027000427,1.29e-43,1.309999943,0.439999998,0.98999995,True
193,data/raw/zurich_mav_sample/MAV_Images/00193.jpg,00193.jpg,13389207,47.384359,8.5451967,466.714,1.3824893174460158,0.2030848115682602,1.8039999999999736,onboard_gps,3,6,8.979000092,1.29e-43,0.620000005,0.269999981,0.799999952,True
194,data/raw/zurich_mav_sample/MAV_Images/00194.jpg,00194.jpg,13422540,47.384359,8.5451967,466.714,1.3824893174460158,0.2030848115682602,1.8039999999999736,onboard_gps,3,6,8.979000092,1.29e-43,0.620000005,0.269999981,0.799999952,True
195,data/raw/zurich_mav_sample/MAV_Images/00195.jpg,00195.jpg,13455873,47.384359,8.5451967,466.714,1.3824893174460158,0.2030848115682602,1.8039999999999736,onboard_gps,3,6,8.979000092,1.29e-43,0.620000005,0.269999981,0.799999952,True
196,data/raw/zurich_mav_sample/MAV_Images/00196.jpg,00196.jpg,13489206,47.384359,8.5451967,466.714,1.3824893174460158,0.2030848115682602,1.8039999999999736,onboard_gps,3,6,8.979000092,1.29e-43,0.620000005,0.269999981,0.799999952,True
197,data/raw/zurich_mav_sample/MAV_Images/00197.jpg,00197.jpg,13522539,47.384359,8.5451967,466.714,1.3824893174460158,0.2030848115682602,1.8039999999999736,onboard_gps,3,6,8.979000092,1.29e-43,0.620000005,0.269999981,0.799999952,True
198,data/raw/zurich_mav_sample/MAV_Images/00198.jpg,00198.jpg,13555872,47.384359,8.5451967,466.714,1.3824893174460158,0.2030848115682602,1.8039999999999736,onboard_gps,3,6,8.979000092,1.29e-43,0.620000005,0.269999981,0.799999952,True
199,data/raw/zurich_mav_sample/MAV_Images/00199.jpg,00199.jpg,13592107,47.384359,8.5451952,466.661,1.269271630619187,0.2037461921572685,1.7509999999999764,onboard_gps,3,6,8.934000015,1.29e-43,0.449999988,-0.109999999,0.829999983,True
200,data/raw/zurich_mav_sample/MAV_Images/00200.jpg,00200.jpg,13625440,47.384359,8.5451952,466.661,1.269271630619187,0.2037461921572685,1.7509999999999764,onboard_gps,3,6,8.934000015,1.29e-43,0.449999988,-0.109999999,0.829999983,True
201,data/raw/zurich_mav_sample/MAV_Images/00201.jpg,00201.jpg,13658773,47.384359,8.5451952,466.661,1.269271630619187,0.2037461921572685,1.7509999999999764,onboard_gps,3,6,8.934000015,1.29e-43,0.449999988,-0.109999999,0.829999983,True
202,data/raw/zurich_mav_sample/MAV_Images/00202.jpg,00202.jpg,13692106,47.384359,8.5451952,466.661,1.269271630619187,0.2037461921572685,1.7509999999999764,onboard_gps,3,6,8.934000015,1.29e-43,0.449999988,-0.109999999,0.829999983,True
203,data/raw/zurich_mav_sample/MAV_Images/00203.jpg,00203.jpg,13725439,47.384359,8.5451952,466.661,1.269271630619187,0.2037461921572685,1.7509999999999764,onboard_gps,3,6,8.934000015,1.29e-43,0.449999988,-0.109999999,0.829999983,True
204,data/raw/zurich_mav_sample/MAV_Images/00204.jpg,00204.jpg,13758772,47.384359,8.5451952,466.661,1.269271630619187,0.2037461921572685,1.7509999999999764,onboard_gps,3,6,8.934000015,1.29e-43,0.449999988,-0.109999999,0.829999983,True
205,data/raw/zurich_mav_sample/MAV_Images/00205.jpg,00205.jpg,13808127,47.3843596,8.5451948,466.6,1.239469771797303,0.2706027077510953,1.6899999999999975,onboard_gps,3,6,8.894000053,1.29e-43,0.72999996,0.199999988,0.769999981,True
206,data/raw/zurich_mav_sample/MAV_Images/00206.jpg,00206.jpg,13841460,47.3843596,8.5451948,466.6,1.239469771797303,0.2706027077510953,1.6899999999999975,onboard_gps,3,6,8.894000053,1.29e-43,0.72999996,0.199999988,0.769999981,True
207,data/raw/zurich_mav_sample/MAV_Images/00207.jpg,00207.jpg,13874793,47.3843596,8.5451948,466.6,1.239469771797303,0.2706027077510953,1.6899999999999975,onboard_gps,3,6,8.894000053,1.29e-43,0.72999996,0.199999988,0.769999981,True
208,data/raw/zurich_mav_sample/MAV_Images/00208.jpg,00208.jpg,13908126,47.3843596,8.5451948,466.6,1.239469771797303,0.2706027077510953,1.6899999999999975,onboard_gps,3,6,8.894000053,1.29e-43,0.72999996,0.199999988,0.769999981,True
209,data/raw/zurich_mav_sample/MAV_Images/00209.jpg,00209.jpg,13941459,47.3843596,8.5451948,466.6,1.239469771797303,0.2706027077510953,1.6899999999999975,onboard_gps,3,6,8.894000053,1.29e-43,0.72999996,0.199999988,0.769999981,True
210,data/raw/zurich_mav_sample/MAV_Images/00210.jpg,00210.jpg,13974792,47.3843596,8.5451948,466.6,1.239469771797303,0.2706027077510953,1.6899999999999975,onboard_gps,3,6,8.894000053,1.29e-43,0.72999996,0.199999988,0.769999981,True
