sequence_frame_id,sequence,image_path,image_path_relative,filename,token0_id,token1_order,lon,lat,parse_status,frame_index_in_sequence,global_frame_index,utm_x_m,utm_y_m,x_enu_global_m,y_enu_global_m,x_enu_m,y_enu_m,image_path_resolved,is_uniform,is_existing73,is_relative_risk,risk_reason,query_index,query_source
220,traj01,data/raw/satloc/part_1/UAV Data/traj01/221@220207@112.808439@28.300612.png,UAV Data/traj01/221@220207@112.808439@28.300612.png,221@220207@112.808439@28.300612.png,221,220207,112.808439,28.300612,ok,220,220,677330.7224345112,3131830.5085591944,-759.788932030322,353.9172836272046,-759.788932030322,353.9172836272046,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/221@220207@112.808439@28.300612.png,True,False,False,,57,uniform
225,traj01,data/raw/satloc/part_1/UAV Data/traj01/226@225212@112.808496@28.300129.png,UAV Data/traj01/226@225212@112.808496@28.300129.png,226@225212@112.808496@28.300129.png,226,225212,112.808496,28.300129,ok,225,225,677337.113918799,3131777.0707307346,-753.3974477425218,300.47945516742766,-753.3974477425218,300.47945516742766,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/226@225212@112.808496@28.300129.png,True,False,False,,58,uniform
230,traj01,data/raw/satloc/part_1/UAV Data/traj01/231@230217@112.808515@28.299594.png,UAV Data/traj01/231@230217@112.808515@28.299594.png,231@230217@112.808515@28.299594.png,231,230217,112.808515,28.299594,ok,230,230,677339.8647971624,3131717.814967286,-750.6465693791397,241.22369171865284,-750.6465693791397,241.22369171865284,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/231@230217@112.808515@28.299594.png,True,False,False,,59,uniform
235,traj01,data/raw/satloc/part_1/UAV Data/traj01/236@235221@112.808525@28.299055.png,UAV Data/traj01/236@235221@112.808525@28.299055.png,236@235221@112.808525@28.299055.png,236,235221,112.808525,28.299055,ok,235,235,677341.7396222306,3131658.1027522967,-748.7717443108559,181.51147672953084,-748.7717443108559,181.51147672953084,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/236@235221@112.808525@28.299055.png,True,False,False,,60,uniform
240,traj01,data/raw/satloc/part_1/UAV Data/traj01/241@240226@112.808525@28.298539.png,UAV Data/traj01/241@240226@112.808525@28.298539.png,241@240226@112.808525@28.298539.png,241,240226,112.808525,28.298539,ok,240,240,677342.5955182039,3131600.924503061,-747.9158483375795,124.33322749426588,-747.9158483375795,124.33322749426588,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/241@240226@112.808525@28.298539.png,True,False,False,,61,uniform
245,traj01,data/raw/satloc/part_1/UAV Data/traj01/246@245231@112.808543@28.298060.png,UAV Data/traj01/246@245231@112.808543@28.298060.png,246@245231@112.808543@28.298060.png,246,245231,112.808543,28.29806,ok,245,245,677345.1554283078,3131547.872673651,-745.355938233668,71.28139808401465,-745.355938233668,71.28139808401465,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/246@245231@112.808543@28.298060.png,True,False,False,,62,uniform
250,traj01,data/raw/satloc/part_1/UAV Data/traj01/251@250236@112.808556@28.297555.png,UAV Data/traj01/251@250236@112.808556@28.297555.png,251@250236@112.808556@28.297555.png,251,250236,112.808556,28.297555,ok,250,250,677347.2680765036,3131491.932432678,-743.243290037848,15.34115711087361,-743.243290037848,15.34115711087361,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/251@250236@112.808556@28.297555.png,True,False,False,,63,uniform
255,traj01,data/raw/satloc/part_1/UAV Data/traj01/256@255240@112.808559@28.297050.png,UAV Data/traj01/256@255240@112.808559@28.297050.png,256@255240@112.808559@28.297050.png,256,255240,112.808559,28.29705,ok,255,255,677348.3999362775,3131435.9775143336,-742.1114302639617,-40.61376123363152,-742.1114302639617,-40.61376123363152,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/256@255240@112.808559@28.297050.png,True,False,False,,64,uniform
258,traj01,data/raw/satloc/part_1/UAV Data/traj01/259@258243@112.808561@28.296746.png,UAV Data/traj01/259@258243@112.808561@28.296746.png,259@258243@112.808561@28.296746.png,259,258243,112.808561,28.296746,ok,258,258,677349.100321293,3131402.294048153,-741.4110452485038,-74.29722741432488,-741.4110452485038,-74.29722741432488,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/259@258243@112.808561@28.296746.png,False,True,False,,65,benchmark73
260,traj01,data/raw/satloc/part_1/UAV Data/traj01/261@260245@112.808563@28.296540.png,UAV Data/traj01/261@260245@112.808563@28.296540.png,261@260245@112.808563@28.296540.png,261,260245,112.808563,28.29654,ok,260,260,677349.6381573315,3131379.470015039,-740.8732092099963,-97.12126052798703,-740.8732092099963,-97.12126052798703,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/261@260245@112.808563@28.296540.png,True,False,False,,66,uniform
265,traj01,data/raw/satloc/part_1/UAV Data/traj01/266@265250@112.808565@28.296018.png,UAV Data/traj01/266@265250@112.808565@28.296018.png,266@265250@112.808565@28.296018.png,266,265250,112.808565,28.296018,ok,265,265,677350.7001120739,3131321.629857073,-739.8112544675823,-154.96141849365085,-739.8112544675823,-154.96141849365085,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/266@265250@112.808565@28.296018.png,True,False,False,,67,uniform
268,traj01,data/raw/satloc/part_1/UAV Data/traj01/269@268253@112.808563@28.295693.png,UAV Data/traj01/269@268253@112.808563@28.295693.png,269@268253@112.808563@28.295693.png,269,268253,112.808563,28.295693,ok,268,268,677351.0429943296,3131285.6135023693,-739.468372211908,-190.97777319792652,-739.468372211908,-190.97777319792652,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/269@268253@112.808563@28.295693.png,False,True,False,,68,benchmark73
270,traj01,data/raw/satloc/part_1/UAV Data/traj01/271@270255@112.808564@28.295482.png,UAV Data/traj01/271@270255@112.808564@28.295482.png,271@270255@112.808564@28.295482.png,271,270255,112.808564,28.295482,ok,270,270,677351.491033711,3131262.2339517507,-739.0203328304924,-214.35732381651172,-739.0203328304924,-214.35732381651172,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/271@270255@112.808564@28.295482.png,True,False,False,,69,uniform
275,traj01,data/raw/satloc/part_1/UAV Data/traj01/276@275259@112.808559@28.294982.png,UAV Data/traj01/276@275259@112.808559@28.294982.png,276@275259@112.808559@28.294982.png,276,275259,112.808559,28.294982,ok,275,275,677351.8299090929,3131206.821356846,-738.6814574486343,-269.76991872116923,-738.6814574486343,-269.76991872116923,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/276@275259@112.808559@28.294982.png,True,True,False,,70,"uniform,benchmark73"
280,traj01,data/raw/satloc/part_1/UAV Data/traj01/281@280264@112.808557@28.294462.png,UAV Data/traj01/281@280264@112.808557@28.294462.png,281@280264@112.808557@28.294462.png,281,280264,112.808557,28.294462,ok,280,280,677352.4961796541,3131149.196959773,-738.0151868873509,-327.39431579364464,-738.0151868873509,-327.39431579364464,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/281@280264@112.808557@28.294462.png,True,False,False,,71,uniform
285,traj01,data/raw/satloc/part_1/UAV Data/traj01/286@285269@112.808566@28.293905.png,UAV Data/traj01/286@285269@112.808566@28.293905.png,286@285269@112.808566@28.293905.png,286,285269,112.808566,28.293905,ok,285,285,677354.3026945295,3131087.4887262546,-736.2086720119696,-389.10254931263626,-736.2086720119696,-389.10254931263626,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/286@285269@112.808566@28.293905.png,True,False,False,,72,uniform
287,traj01,data/raw/satloc/part_1/UAV Data/traj01/288@287271@112.808574@28.293678.png,UAV Data/traj01/288@287271@112.808574@28.293678.png,288@287271@112.808574@28.293678.png,288,287271,112.808574,28.293678,ok,287,287,677355.4638237535,3131062.346489069,-735.0475427879719,-414.2447864981368,-735.0475427879719,-414.2447864981368,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/288@287271@112.808574@28.293678.png,False,True,False,,73,benchmark73
290,traj01,data/raw/satloc/part_1/UAV Data/traj01/291@290273@112.808586@28.293347.png,UAV Data/traj01/291@290273@112.808586@28.293347.png,291@290273@112.808586@28.293347.png,291,290273,112.808586,28.293347,ok,290,290,677357.1897631232,3131025.6858341554,-733.3216034183279,-450.9054414117709,-733.3216034183279,-450.9054414117709,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/291@290273@112.808586@28.293347.png,True,False,False,,74,uniform
295,traj01,data/raw/satloc/part_1/UAV Data/traj01/296@4003@112.808605@28.292852.png,UAV Data/traj01/296@4003@112.808605@28.292852.png,296@4003@112.808605@28.292852.png,296,4003,112.808605,28.292852,ok,295,295,677359.8742695957,3130970.862538188,-730.6370969457785,-505.7287373794243,-730.6370969457785,-505.7287373794243,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/296@4003@112.808605@28.292852.png,True,False,False,,75,uniform
299,traj01,data/raw/satloc/part_1/UAV Data/traj01/300@8007@112.808617@28.292415.png,UAV Data/traj01/300@8007@112.808617@28.292415.png,300@8007@112.808617@28.292415.png,300,8007,112.808617,28.292415,ok,299,299,677361.7760090585,3130922.4559769505,-728.735357483034,-554.1352986167185,-728.735357483034,-554.1352986167185,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/300@8007@112.808617@28.292415.png,False,True,False,,76,benchmark73
300,traj01,data/raw/satloc/part_1/UAV Data/traj01/301@9008@112.808620@28.292305.png,UAV Data/traj01/301@9008@112.808620@28.292305.png,301@9008@112.808620@28.292305.png,301,9008,112.80862,28.292305,ok,300,300,677362.2526876568,3130910.2712291884,-728.2586788847111,-566.3200463787653,-728.2586788847111,-566.3200463787653,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/301@9008@112.808620@28.292305.png,True,False,False,,77,uniform
305,traj01,data/raw/satloc/part_1/UAV Data/traj01/306@14013@112.808628@28.291759.png,UAV Data/traj01/306@14013@112.808628@28.291759.png,306@14013@112.808628@28.291759.png,306,14013,112.808628,28.291759,ok,305,305,677363.9428614778,3130849.780458967,-726.568505063653,-626.8108165999874,-726.568505063653,-626.8108165999874,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/306@14013@112.808628@28.291759.png,True,False,False,,78,uniform
309,traj01,data/raw/satloc/part_1/UAV Data/traj01/310@18017@112.808637@28.291352.png,UAV Data/traj01/310@18017@112.808637@28.291352.png,310@18017@112.808637@28.291352.png,310,18017,112.808637,28.291352,ok,309,309,677365.5005922349,3130804.6938139726,-725.0107743066037,-671.8974615945481,-725.0107743066037,-671.8974615945481,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/310@18017@112.808637@28.291352.png,False,True,False,,79,benchmark73
310,traj01,data/raw/satloc/part_1/UAV Data/traj01/311@19017@112.808639@28.291252.png,UAV Data/traj01/311@19017@112.808639@28.291252.png,311@19017@112.808639@28.291252.png,311,19017,112.808639,28.291252,ok,310,310,677365.8626013594,3130793.615704382,-724.6487651821226,-682.9755711853504,-724.6487651821226,-682.9755711853504,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/311@19017@112.808639@28.291252.png,True,False,False,,80,uniform
315,traj01,data/raw/satloc/part_1/UAV Data/traj01/316@24022@112.808650@28.290763.png,UAV Data/traj01/316@24022@112.808650@28.290763.png,316@24022@112.808650@28.290763.png,316,24022,112.80865,28.290763,ok,315,315,677367.7524865184,3130739.445541324,-722.758880023146,-737.1457342430949,-722.758880023146,-737.1457342430949,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/316@24022@112.808650@28.290763.png,True,False,False,,81,uniform
320,traj01,data/raw/satloc/part_1/UAV Data/traj01/321@29027@112.808657@28.290283.png,UAV Data/traj01/321@29027@112.808657@28.290283.png,321@29027@112.808657@28.290283.png,321,29027,112.808657,28.290283,ok,320,320,677369.235103694,3130686.266803752,-721.2762628474738,-790.3244718154892,-721.2762628474738,-790.3244718154892,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/321@29027@112.808657@28.290283.png,True,False,False,,82,uniform
325,traj01,data/raw/satloc/part_1/UAV Data/traj01/326@34032@112.808663@28.289758.png,UAV Data/traj01/326@34032@112.808663@28.289758.png,326@34032@112.808663@28.289758.png,326,34032,112.808663,28.289758,ok,325,325,677370.6942551569,3130628.100131941,-719.8171113845892,-848.4911436256953,-719.8171113845892,-848.4911436256953,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/326@34032@112.808663@28.289758.png,True,True,False,,83,"uniform,benchmark73"
330,traj01,data/raw/satloc/part_1/UAV Data/traj01/331@39036@112.808687@28.289289.png,UAV Data/traj01/331@39036@112.808687@28.289289.png,331@39036@112.808687@28.289289.png,331,39036,112.808687,28.289289,ok,330,330,677373.8260754277,3130576.165270196,-716.6852911137976,-900.4260053718463,-716.6852911137976,-900.4260053718463,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/331@39036@112.808687@28.289289.png,True,False,False,,84,uniform
335,traj01,data/raw/satloc/part_1/UAV Data/traj01/336@44041@112.809076@28.289222.png,UAV Data/traj01/336@44041@112.809076@28.289222.png,336@44041@112.809076@28.289222.png,336,44041,112.809076,28.289222,ok,335,335,677412.0925874144,3130569.3120516897,-678.418779127067,-907.2792238774708,-678.418779127067,-907.2792238774708,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/336@44041@112.809076@28.289222.png,True,True,False,,85,"uniform,benchmark73"
340,traj01,data/raw/satloc/part_1/UAV Data/traj01/341@49046@112.809665@28.289216.png,UAV Data/traj01/341@49046@112.809665@28.289216.png,341@49046@112.809665@28.289216.png,341,49046,112.809665,28.289216,ok,340,340,677469.8751279167,3130569.5121174846,-620.6362386248074,-907.0791580826044,-620.6362386248074,-907.0791580826044,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/341@49046@112.809665@28.289216.png,True,False,False,,86,uniform
345,traj01,data/raw/satloc/part_1/UAV Data/traj01/346@54051@112.810273@28.289216.png,UAV Data/traj01/346@54051@112.810273@28.289216.png,346@54051@112.810273@28.289216.png,346,54051,112.810273,28.289216,ok,345,345,677529.5113590029,3130570.405242521,-561.0000075385906,-906.1860330463388,-561.0000075385906,-906.1860330463388,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/346@54051@112.810273@28.289216.png,True,False,False,,87,uniform
349,traj01,data/raw/satloc/part_1/UAV Data/traj01/350@58054@112.810763@28.289216.png,UAV Data/traj01/350@58054@112.810763@28.289216.png,350@58054@112.810763@28.289216.png,350,58054,112.810763,28.289216,ok,349,349,677577.5734612059,3130571.1252493844,-512.937905335566,-905.466026182752,-512.937905335566,-905.466026182752,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/350@58054@112.810763@28.289216.png,False,True,False,,88,benchmark73
350,traj01,data/raw/satloc/part_1/UAV Data/traj01/351@59055@112.810886@28.289216.png,UAV Data/traj01/351@59055@112.810886@28.289216.png,351@59055@112.810886@28.289216.png,351,59055,112.810886,28.289216,ok,350,350,677589.6380308497,3130571.3060164354,-500.873335691751,-905.2852591318078,-500.873335691751,-905.2852591318078,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/351@59055@112.810886@28.289216.png,True,False,False,,89,uniform
355,traj01,data/raw/satloc/part_1/UAV Data/traj01/356@64060@112.811487@28.289216.png,UAV Data/traj01/356@64060@112.811487@28.289216.png,356@64060@112.811487@28.289216.png,356,64060,112.811487,28.289216,ok,355,355,677648.5876825488,3130572.189453368,-441.92368399270345,-904.4018221995792,-441.92368399270345,-904.4018221995792,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/356@64060@112.811487@28.289216.png,True,False,False,,90,uniform
360,traj01,data/raw/satloc/part_1/UAV Data/traj01/361@69065@112.812090@28.289219.png,UAV Data/traj01/361@69065@112.812090@28.289219.png,361@69065@112.812090@28.289219.png,361,69065,112.81209,28.289219,ok,360,360,677707.7285326243,3130573.4085567887,-382.78283391718287,-903.1827187784947,-382.78283391718287,-903.1827187784947,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/361@69065@112.812090@28.289219.png,True,False,False,,91,uniform
365,traj01,data/raw/satloc/part_1/UAV Data/traj01/366@74069@112.812712@28.289223.png,UAV Data/traj01/366@74069@112.812712@28.289223.png,366@74069@112.812712@28.289223.png,366,74069,112.812712,28.289223,ok,365,365,677768.7313619349,3130574.7667187257,-321.7800046065822,-901.824556841515,-321.7800046065822,-901.824556841515,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/366@74069@112.812712@28.289223.png,True,True,False,,92,"uniform,benchmark73"
370,traj01,data/raw/satloc/part_1/UAV Data/traj01/371@79074@112.813328@28.289228.png,UAV Data/traj01/371@79074@112.813328@28.289228.png,371@79074@112.813328@28.289228.png,371,79074,112.813328,28.289228,ok,370,370,677829.1440197094,3130576.227175666,-261.36734683206305,-900.3640999011695,-261.36734683206305,-900.3640999011695,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/371@79074@112.813328@28.289228.png,True,False,False,,93,uniform
375,traj01,data/raw/satloc/part_1/UAV Data/traj01/376@84079@112.813958@28.289235.png,UAV Data/traj01/376@84079@112.813958@28.289235.png,376@84079@112.813958@28.289235.png,376,84079,112.813958,28.289235,ok,375,375,677890.9265610093,3130577.930173056,-199.58480553224217,-898.6611025109887,-199.58480553224217,-898.6611025109887,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/376@84079@112.813958@28.289235.png,True,False,False,,94,uniform
380,traj01,data/raw/satloc/part_1/UAV Data/traj01/381@89084@112.814573@28.289242.png,UAV Data/traj01/381@89084@112.814573@28.289242.png,381@89084@112.814573@28.289242.png,381,89084,112.814573,28.289242,ok,380,380,677951.237815824,3130579.611402709,-139.27355071750935,-896.9798728581518,-139.27355071750935,-896.9798728581518,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/381@89084@112.814573@28.289242.png,True,False,False,,95,uniform
385,traj01,data/raw/satloc/part_1/UAV Data/traj01/386@94088@112.815187@28.289246.png,UAV Data/traj01/386@94088@112.815187@28.289246.png,386@94088@112.815187@28.289246.png,386,94088,112.815187,28.289246,ok,385,385,678011.4559810143,3130580.959034862,-79.055385527201,-895.6322407051921,-79.055385527201,-895.6322407051921,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/386@94088@112.815187@28.289246.png,True,False,False,,96,uniform
386,traj01,data/raw/satloc/part_1/UAV Data/traj01/387@95089@112.815310@28.289247.png,UAV Data/traj01/387@95089@112.815310@28.289247.png,387@95089@112.815310@28.289247.png,387,95089,112.81531,28.289247,ok,386,386,678023.5188991947,3130581.251054863,-66.99246734683402,-895.3402207042091,-66.99246734683402,-895.3402207042091,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/387@95089@112.815310@28.289247.png,False,True,False,,97,benchmark73
390,traj01,data/raw/satloc/part_1/UAV Data/traj01/391@99093@112.815799@28.289251.png,UAV Data/traj01/391@99093@112.815799@28.289251.png,391@99093@112.815799@28.289251.png,391,99093,112.815799,28.289251,ok,390,390,678071.47631606,3130582.4148368044,-19.03505048144143,-894.1764387628064,-19.03505048144143,-894.1764387628064,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/391@99093@112.815799@28.289251.png,True,False,False,,98,uniform
395,traj01,data/raw/satloc/part_1/UAV Data/traj01/396@104098@112.816411@28.289256.png,UAV Data/traj01/396@104098@112.816411@28.289256.png,396@104098@112.816411@28.289256.png,396,104098,112.816411,28.289256,ok,395,395,678131.4966567575,3130583.8709433093,40.98529021604918,-892.7203322579153,40.98529021604918,-892.7203322579153,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/396@104098@112.816411@28.289256.png,True,False,False,,99,uniform
400,traj01,data/raw/satloc/part_1/UAV Data/traj01/401@109102@112.817022@28.289260.png,UAV Data/traj01/401@109102@112.817022@28.289260.png,401@109102@112.817022@28.289260.png,401,109102,112.817022,28.28926,ok,400,400,678191.4205830315,3130585.215068978,100.9092164899921,-891.376206589397,100.9092164899921,-891.376206589397,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/401@109102@112.817022@28.289260.png,True,False,False,,100,uniform
404,traj01,data/raw/satloc/part_1/UAV Data/traj01/405@113106@112.817510@28.289267.png,UAV Data/traj01/405@113106@112.817510@28.289267.png,405@113106@112.817510@28.289267.png,405,113106,112.81751,28.289267,ok,404,404,678239.2749275444,3130586.710488743,148.76356100291014,-889.8807868240401,148.76356100291014,-889.8807868240401,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/405@113106@112.817510@28.289267.png,False,True,False,,101,benchmark73
405,traj01,data/raw/satloc/part_1/UAV Data/traj01/406@114107@112.817632@28.289267.png,UAV Data/traj01/406@114107@112.817632@28.289267.png,406@114107@112.817632@28.289267.png,406,114107,112.817632,28.289267,ok,405,405,678251.2414302909,3130586.89045518,160.73006374936085,-889.7008203873411,160.73006374936085,-889.7008203873411,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/406@114107@112.817632@28.289267.png,True,False,False,,102,uniform
410,traj01,data/raw/satloc/part_1/UAV Data/traj01/411@119112@112.818242@28.289273.png,UAV Data/traj01/411@119112@112.818242@28.289273.png,411@119112@112.818242@28.289273.png,411,119112,112.818242,28.289273,ok,410,410,678311.0639480348,3130588.4553332925,220.5525814932771,-888.1359422747046,220.5525814932771,-888.1359422747046,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/411@119112@112.818242@28.289273.png,True,False,False,,103,uniform
415,traj01,data/raw/satloc/part_1/UAV Data/traj01/416@124117@112.818855@28.289278.png,UAV Data/traj01/416@124117@112.818855@28.289278.png,416@124117@112.818855@28.289278.png,416,124117,112.818855,28.289278,ok,415,415,678371.1823963004,3130589.9141317825,280.67102975887246,-886.6771437847055,280.67102975887246,-886.6771437847055,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/416@124117@112.818855@28.289278.png,True,False,False,,104,uniform
420,traj01,data/raw/satloc/part_1/UAV Data/traj01/421@129121@112.819427@28.289281.png,UAV Data/traj01/421@129121@112.819427@28.289281.png,421@129121@112.819427@28.289281.png,421,129121,112.819427,28.289281,ok,420,420,678427.2826553503,3130591.091071185,336.77128880878445,-885.5002043819986,336.77128880878445,-885.5002043819986,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/421@129121@112.819427@28.289281.png,True,True,False,,105,"uniform,benchmark73"
425,traj01,data/raw/satloc/part_1/UAV Data/traj01/426@134126@112.820017@28.289284.png,UAV Data/traj01/426@134126@112.820017@28.289284.png,426@134126@112.820017@28.289284.png,426,134126,112.820017,28.289284,ok,425,425,678485.1484717425,3130592.2948646564,394.63710520102177,-884.2964109107852,394.63710520102177,-884.2964109107852,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/426@134126@112.820017@28.289284.png,True,False,False,,106,uniform
430,traj01,data/raw/satloc/part_1/UAV Data/traj01/431@139131@112.820621@28.289288.png,UAV Data/traj01/431@139131@112.820621@28.289288.png,431@139131@112.820621@28.289288.png,431,139131,112.820621,28.289288,ok,430,430,678544.3858323398,3130593.630438464,453.87446579826064,-882.9608371029608,453.87446579826064,-882.9608371029608,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/431@139131@112.820621@28.289288.png,True,False,False,,107,uniform
433,traj01,data/raw/satloc/part_1/UAV Data/traj01/434@142134@112.820985@28.289289.png,UAV Data/traj01/434@142134@112.820985@28.289289.png,434@142134@112.820985@28.289289.png,434,142134,112.820985,28.289289,ok,433,433,678580.087527216,3130594.279154596,489.57616067444906,-882.3121209712699,489.57616067444906,-882.3121209712699,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/434@142134@112.820985@28.289289.png,False,True,False,,108,benchmark73
435,traj01,data/raw/satloc/part_1/UAV Data/traj01/436@144136@112.821227@28.289290.png,UAV Data/traj01/436@144136@112.821227@28.289290.png,436@144136@112.821227@28.289290.png,436,144136,112.821227,28.28929,ok,435,435,678603.8227115793,3130594.7476433925,513.3113450377714,-881.8436321746558,513.3113450377714,-881.8436321746558,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/436@144136@112.821227@28.289290.png,True,False,False,,109,uniform
440,traj01,data/raw/satloc/part_1/UAV Data/traj01/441@149140@112.821834@28.289296.png,UAV Data/traj01/441@149140@112.821834@28.289296.png,441@149140@112.821834@28.289296.png,441,149140,112.821834,28.289296,ok,440,440,678663.3510041999,3130596.309868919,572.8396376584424,-880.2814066479914,572.8396376584424,-880.2814066479914,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/441@149140@112.821834@28.289296.png,True,False,False,,110,uniform
445,traj01,data/raw/satloc/part_1/UAV Data/traj01/446@154145@112.822441@28.289301.png,UAV Data/traj01/446@154145@112.822441@28.289301.png,446@154145@112.822441@28.289301.png,446,154145,112.822441,28.289301,ok,445,445,678722.8809722333,3130597.7615832034,632.3696056917543,-878.829692363739,632.3696056917543,-878.829692363739,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/446@154145@112.822441@28.289301.png,True,False,False,,111,uniform
449,traj01,data/raw/satloc/part_1/UAV Data/traj01/450@158149@112.822853@28.289306.png,UAV Data/traj01/450@158149@112.822853@28.289306.png,450@158149@112.822853@28.289306.png,450,158149,112.822853,28.289306,ok,449,449,678763.2841339795,3130598.9250931446,672.7727674379712,-877.6661824225448,672.7727674379712,-877.6661824225448,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/450@158149@112.822853@28.289306.png,False,True,False,,112,benchmark73
450,traj01,data/raw/satloc/part_1/UAV Data/traj01/451@159150@112.822955@28.289308.png,UAV Data/traj01/451@159150@112.822955@28.289308.png,451@159150@112.822955@28.289308.png,451,159150,112.822955,28.289308,ok,450,450,678773.2855848263,3130599.297620876,682.7742182847578,-877.2936546909623,682.7742182847578,-877.2936546909623,/Users/harishprabhu/Documents/drone-localisation/data/raw/satloc/part_1/UAV Data/traj01/451@159150@112.822955@28.289308.png,True,False,False,,113,uniform
